"academic_year","fiscal_year","sort_term","term","crn","type","location","credit_type","student_level","course_level","same_dept_flag","same_college_flag","same_college_flag_cas","course_level_detail","student_level_detail","credit","fte","headcount","year","course_number_cat","department"
"2016-17","2017",201602,"Spring",60492,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",4,0.111111111,2,"2017","600 level course","Law"
"2017-18","2018",201702,"Spring",60598,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",30,0.833333333,10,"2018","600 level course","Law"
"2014-15","2015",201403,"Winter",21674,"L","I","Regular","Graduate","Graduate","0","0","0","500","Masters",16,0.444444444,8,"2015","500 level course","Conflict & Dispute Resolution"
"2013-14","2014",201302,"Spring",34266,"N","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",2,0.0555556,2,"2014","600 level course","Conflict & Dispute Resolution"
"2014-15","2015",201401,"Fall",17266,"L","I","Regular","Graduate","Graduate","1","1","1","500","Doctoral",8,0.222222222,2,"2014","500 level course","Conflict & Dispute Resolution"
"2013-14","2014",201302,"Winter",60235,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",192,5.416666667,64,"2014","600 level course","Law"
"2013-14","2014",201303,"Winter",60298,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",42,1.166666667,14,"2014","600 level course","Law"
"2019-20","2020",201901,"Winter",60428,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",45,1.25,15,"2020","600 level course","Law"
"2016-17","2017",201601,"Spring",31733,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",56,1.555555556,14,"2017","600 level course","Conflict & Dispute Resolution"
"2014-15","2015",201401,"Fall",50331,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",232,6.444444444,59,"2014","600 level course","Law"
"2019-20","2020",201902,"Winter",60457,"E","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",18,0.5,2,"2020","700 level course","Law"
"2017-18","2018",201703,"Spring",60572,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",48,1.333333333,16,"2018","600 level course","Law"
"2015-16","2016",201501,"Spring",60648,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",240,6.666666667,60,"2016","600 level course","Law"
"2018-19","2019",201801,"Spring",60480,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",9,0.25,3,"2019","600 level course","Law"
"2016-17","2017",201603,"Fall",50370,"L","P","Regular","Graduate","Graduate","1","1","1","600/700","Law",40,1.111111111,13,"2016","600 level course","Law"
"2016-17","2017",201602,"Winter",21883,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",5,0.1,5,"2017","600 level course","Conflict & Dispute Resolution"
"2015-16","2016",201503,"Spring",60819,"S","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",6,0.166666667,2,"2016","700 level course","Law"
"2018-19","2019",201802,"Winter",22454,"L","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",76,1.688888889,19,"2019","300 level course","Law"
"2014-15","2015",201402,"Winter",60505,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",57,1.583333333,19,"2015","600 level course","Law"
"2017-18","2018",201703,"Fall",11813,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",4,0.111111111,1,"2017","600 level course","Conflict & Dispute Resolution"
"2016-17","2017",201603,"Winter",60548,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",3,0.083333333,1,"2017","600 level course","Law"
"2017-18","2018",201702,"Fall",50518,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",292,8.111111111,71,"2017","600 level course","Law"
"2016-17","2017",201601,"Spring",60477,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",57,1.583333333,18,"2017","600 level course","Law"
"2018-19","2019",201802,"Spring",31644,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",3,0.083333333,1,"2019","600 level course","Conflict & Dispute Resolution"
"2018-19","2019",201802,"Winter",60633,"L","P","Regular","Graduate","Graduate","1","1","1","600/700","Law",27,0.75,9,"2019","700 level course","Law"
"2019-20","2020",201902,"Fall",50647,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",46,1.277777778,23,"2019","600 level course","Law"
"2016-17","2017",201601,"Winter",60528,"S","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",3,0.083333333,1,"2017","700 level course","Law"
"2018-19","2019",201801,"Fall",50411,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",12,0.333333333,4,"2018","600 level course","Law"
"2017-18","2018",201703,"Winter",60634,"S","E","Regular","Graduate","Graduate","1","1","1","600/700","Law",2,0.0555556,1,"2018","700 level course","Law"
"2014-15","2015",201402,"Winter",21676,"L","I","Regular","Graduate","Graduate","1","1","1","500","Doctoral",32,0.888888889,14,"2015","500 level course","Conflict & Dispute Resolution"
"2017-18","2018",201703,"Spring",31666,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",7,0.194444444,8,"2018","600 level course","Conflict & Dispute Resolution"
"2014-15","2015",201402,"Winter",60497,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",24,0.666666667,12,"2015","600 level course","Law"
"2018-19","2019",201801,"Fall",50444,"S","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",23,0.638888889,16,"2018","600 level course","Law"
"2017-18","2018",201703,"Winter",27525,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",4.5,0.138888889,1,"2018","600 level course","Conflict & Dispute Resolution"
"2015-16","2016",201503,"Winter",60777,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",216,6,71,"2016","600 level course","Law"
"2016-17","2017",201601,"Winter",21874,"N","I","Regular","Graduate","Graduate","1","1","1","500","Law",1,0.0277778,1,"2017","500 level course","Conflict & Dispute Resolution"
"2016-17","2017",201602,"Fall",50285,"L","P","Regular","Graduate","Graduate","1","1","1","600/700","Law",7,0.194444444,9,"2016","600 level course","Law"
"2014-15","2015",201402,"Fall",50332,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",105,2.916666667,33,"2014","600 level course","Law"
"2018-19","2019",201802,"Winter",22466,"N","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",5,0.1,3,"2019","600 level course","Conflict & Dispute Resolution"
"2013-14","2014",201303,"Spring",60288,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",36,1,18,"2014","600 level course","Law"
"2013-14","2014",201303,"Spring",60286,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",36,1,14,"2014","600 level course","Law"
"2019-20","2020",201901,"Fall",11770,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",46,1.277777778,15,"2019","600 level course","Conflict & Dispute Resolution"
"2016-17","2017",201601,"Spring",60476,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",21,0.583333333,7,"2017","600 level course","Law"
"2018-19","2019",201801,"Winter",22461,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",4,0.111111111,2,"2019","600 level course","Conflict & Dispute Resolution"
"2015-16","2016",201501,"Winter",60648,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",240,6.666666667,60,"2016","600 level course","Law"
"2014-15","2015",201403,"Spring",60429,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",244,6.75,85,"2015","600 level course","Law"
"2016-17","2017",201603,"Spring",60447,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",24,0.666666667,12,"2017","600 level course","Law"
"2019-20","2020",201901,"Fall",50711,"E","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",26,0.722222222,8,"2019","700 level course","Law"
"2016-17","2017",201602,"Spring",60451,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",132,3.75,42,"2017","600 level course","Law"
"2019-20","2020",201902,"Winter",21946,"E","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",1,0.0277778,1,"2020","600 level course","Conflict & Dispute Resolution"
"2015-16","2016",201503,"Spring",60807,"S","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",108,3,40,"2016","700 level course","Law"
"2016-17","2017",201601,"Spring",60507,"S","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",12,0.333333333,5,"2017","700 level course","Law"
"2014-15","2015",201401,"Fall",50424,"S","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",25,0.694444444,25,"2014","700 level course","Law"
"2015-16","2016",201501,"Fall",50738,"S","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",7,0.194444444,3,"2015","700 level course","Law"
"2017-18","2018",201702,"Fall",50312,"S","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",45,1.25,19,"2017","600 level course","Law"
"2014-15","2015",201401,"Spring",31638,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",88,2.444444444,21,"2015","600 level course","Conflict & Dispute Resolution"
"2018-19","2019",201801,"Winter",60643,"S","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",16,0.444444444,8,"2019","700 level course","Law"
"2016-17","2017",201602,"Winter",60362,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",106,2.916666667,35,"2017","600 level course","Law"
"2013-14","2015",201304,"Summer",70827,"E","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",9,0.25,2,"2014","700 level course","Law"
"2015-16","2016",201501,"Fall",11696,"N","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",4,0.111111111,2,"2015","600 level course","Conflict & Dispute Resolution"
"2014-15","2016",201404,"Summer",40684,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",1,0.0277778,1,"2015","600 level course","Conflict & Dispute Resolution"
"2016-17","2017",201603,"Winter",60488,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",6,0.166666667,2,"2017","600 level course","Law"
"2017-18","2018",201702,"Winter",60568,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",21,0.583333333,7,"2018","600 level course","Law"
"2016-17","2017",201603,"Spring",33312,"L","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",196,4.444444444,49,"2017","100 level course","Conflict & Dispute Resolution"
"2014-15","2015",201401,"Spring",60394,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",10,0.277777778,5,"2015","600 level course","Law"
"2013-14","2014",201302,"Winter",60160,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",48,1.333333333,26,"2014","600 level course","Law"
"2017-18","2018",201702,"Winter",60650,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",16,0.444444444,5,"2018","600 level course","Law"
"2019-20","2020",201902,"Winter",60381,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",36,1,14,"2020","600 level course","Law"
"2014-15","2015",201402,"Fall",50441,"E","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",30,0.833333333,6,"2014","700 level course","Law"
"2018-19","2019",201802,"Fall",50519,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",30,0.833333333,10,"2018","600 level course","Law"
"2015-16","2016",201503,"Winter",60815,"S","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",6,0.166666667,3,"2016","700 level course","Law"
"2015-16","2016",201503,"Spring",37064,"L","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",4,0.088888889,1,"2016","300 level course","Conflict & Dispute Resolution"
"2017-18","2018",201701,"Fall",50614,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",21,0.583333333,7,"2017","600 level course","Law"
"2018-19","2019",201802,"Fall",50440,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",60,1.666666667,20,"2018","600 level course","Law"
"2016-17","2017",201602,"Winter",60455,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",105,2.916666667,35,"2017","600 level course","Law"
"2015-16","2016",201502,"Fall",50662,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",264,7.333333333,66,"2015","600 level course","Law"
"2015-16","2016",201502,"Winter",23530,"L","I","Regular","Graduate","Graduate","0","0","0","600/700","Doctoral",4,0.148148148,1,"2016","600 level course","Law"
"2018-19","2019",201803,"Spring",60532,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",9,0.25,9,"2019","600 level course","Law"
"2014-15","2015",201403,"Spring",60433,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",174,4.666666667,53,"2015","600 level course","Law"
"2017-18","2018",201703,"Fall",50594,"S","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",13,0.361111111,13,"2017","700 level course","Law"
"2014-15","2015",201401,"Fall",50401,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",177,4.916666667,58,"2014","600 level course","Law"
"2016-17","2017",201603,"Fall",50282,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",12,0.333333333,12,"2016","600 level course","Law"
"2014-15","2015",201403,"Fall",50320,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",24,0.666666667,12,"2014","600 level course","Law"
"2015-16","2016",201503,"Fall",16569,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",88,2.444444444,22,"2015","600 level course","Conflict & Dispute Resolution"
"2017-18","2018",201702,"Winter",60642,"E","P","Regular","Graduate","Graduate","1","1","1","600/700","Law",99,2.75,12,"2018","700 level course","Law"
"2013-14","2014",201303,"Spring",60301,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",56,1.555555556,19,"2014","600 level course","Law"
"2016-17","2017",201602,"Fall",50356,"E","P","Regular","Graduate","Graduate","1","1","1","600/700","Law",33,0.916666667,8,"2016","700 level course","Law"
"2016-17","2017",201601,"Spring",60466,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",69,1.916666667,23,"2017","600 level course","Law"
"2015-16","2016",201503,"Fall",50667,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",252,7,63,"2015","600 level course","Law"
"2014-15","2015",201403,"Winter",60497,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",3,0.083333333,1,"2015","600 level course","Law"
"2015-16","2016",201501,"Winter",60777,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",216,6,72,"2016","600 level course","Law"
"2016-17","2018",201604,"Summer",70416,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",42,1.138888889,12,"2017","600 level course","Law"
"2013-14","2014",201302,"Winter",60293,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",24,0.666666667,8,"2014","700 level course","Law"
"2013-14","2014",201303,"Spring",60313,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",16,0.444444444,8,"2014","600 level course","Law"
"2018-19","2019",201801,"Spring",60556,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",192,5.333333333,63,"2019","600 level course","Law"
"2019-20","2020",201902,"Winter",60502,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",29,0.805555556,14,"2020","600 level course","Law"
"2013-14","2014",201303,"Spring",60142,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",8,0.222222222,3,"2014","600 level course","Law"
"2013-14","2014",201302,"Spring",60263,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",36,1,14,"2014","600 level course","Law"
"2018-19","2019",201803,"Spring",31656,"L","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",12,0.266666667,5,"2019","100 level course","Law"
"2014-15","2015",201402,"Fall",50348,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",24,0.666666667,8,"2014","700 level course","Law"
"2016-17","2018",201604,"Summer",42680,"E","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",6,0.166666667,1,"2017","600 level course","Conflict & Dispute Resolution"
"2014-15","2015",201402,"Spring",60409,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",10,0.277777778,5,"2015","600 level course","Law"
"2017-18","2018",201703,"Spring",60534,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",6,0.166666667,3,"2018","600 level course","Law"
"2018-19","2019",201802,"Fall",50470,"S","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",23,0.638888889,23,"2018","700 level course","Law"
"2016-17","2017",201601,"Fall",50356,"E","I","Regular","Graduate","Graduate","1","1","1","500","Law",33,0.8,8,"2016","700 level course","Law"
"2014-15","2015",201403,"Winter",27185,"L","I","Regular","Graduate","Graduate","0","0","0","600/700","Masters",8,0.222222222,2,"2015","600 level course","Conflict & Dispute Resolution"
"2018-19","2019",201802,"Spring",60518,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",72,2,24,"2019","600 level course","Law"
"2014-15","2015",201403,"Spring",37015,"L","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",12,0.266666667,2,"2015","100 level course","Conflict & Dispute Resolution"
"2016-17","2017",201603,"Spring",60513,"E","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",3,0.083333333,1,"2017","700 level course","Law"
"2016-17","2017",201603,"Fall",11718,"N","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",2,0.0555556,1,"2016","600 level course","Conflict & Dispute Resolution"
"2014-15","2015",201401,"Winter",60485,"S","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",21,0.583333333,16,"2015","700 level course","Law"
"2019-20","2020",201902,"Winter",60489,"A","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",3,0.083333333,1,"2020","700 level course","Law"
"2017-18","2018",201703,"Winter",60631,"S","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",2,0.0555556,1,"2018","700 level course","Law"
"2016-17","2017",201601,"Spring",31722,"E","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",39,1.083333333,15,"2017","600 level course","Conflict & Dispute Resolution"
"2019-20","2020",201901,"Winter",60417,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",27,0.75,7,"2020","600 level course","Law"
"2018-19","2019",201802,"Winter",60609,"S","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",7,0.194444444,9,"2019","700 level course","Law"
"2014-15","2015",201402,"Winter",60492,"E","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",72,2,9,"2015","700 level course","Law"
"2013-14","2014",201302,"Winter",60126,"S","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",4,0.111111111,2,"2014","600 level course","Law"
"2016-17","2017",201602,"Spring",31729,"E","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",22,0.611111111,15,"2017","600 level course","Conflict & Dispute Resolution"
"2014-15","2015",201403,"Fall",16770,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",4,0.111111111,1,"2014","600 level course","Conflict & Dispute Resolution"
"2016-17","2017",201602,"Winter",60549,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",7,0.194444444,8,"2017","600 level course","Law"
"2015-16","2016",201501,"Winter",60828,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",21,0.583333333,7,"2016","600 level course","Law"
"2016-17","2017",201602,"Winter",60535,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",48,1.333333333,16,"2017","600 level course","Law"
"2017-18","2018",201703,"Winter",22379,"L","I","Regular","Graduate","Graduate","0","0","0","500","Doctoral",4,0.148148148,1,"2018","500 level course","Conflict & Dispute Resolution"
"2019-20","2020",201902,"Winter",21942,"E","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",1,0.0277778,1,"2020","600 level course","Conflict & Dispute Resolution"
"2016-17","2017",201601,"Spring",60350,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",2,0.0555556,1,"2017","600 level course","Law"
"2017-18","2018",201703,"Spring",36536,"L","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",224,5.888888889,60,"2018","100 level course","Law"
"2017-18","2018",201702,"Winter",22386,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",2,0.0555556,1,"2018","600 level course","Conflict & Dispute Resolution"
"2017-18","2018",201701,"Winter",60572,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",54,1.5,18,"2018","600 level course","Law"
"2016-17","2017",201603,"Winter",23556,"L","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",108,2.4,22,"2017","100 level course","Law"
"2014-15","2015",201403,"Spring",60391,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",1,0.0277778,1,"2015","600 level course","Law"
"2015-16","2016",201501,"Winter",21783,"U","V","Regular","Graduate","Graduate","1","1","1","600/700","Masters",7,0.194444444,6,"2016","600 level course","Conflict & Dispute Resolution"
"2013-14","2014",201302,"Spring",60231,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",90,2.555555556,30,"2014","600 level course","Law"
"2016-17","2017",201603,"Spring",60413,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",42,1.138888889,13,"2017","600 level course","Law"
"2017-18","2018",201703,"Winter",22376,"L","I","Regular","Graduate","Graduate","0","0","0","500","Masters",15,0.416666667,9,"2018","500 level course","Conflict & Dispute Resolution"
"2019-20","2020",201902,"Winter",60367,"L","P","Regular","Graduate","Graduate","1","1","1","600/700","Law",12,0.333333333,12,"2020","600 level course","Law"
"2017-18","2018",201702,"Winter",60672,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",51,1.416666667,17,"2018","600 level course","Law"
"2018-19","2019",201801,"Spring",33237,"L","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",196,4.444444444,52,"2019","100 level course","Law"
"2015-16","2016",201502,"Fall",50663,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",72,2,24,"2015","600 level course","Law"
"2017-18","2018",201702,"Spring",60533,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",17,0.472222222,17,"2018","600 level course","Law"
"2017-18","2018",201701,"Fall",50302,"S","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",12,0.333333333,12,"2017","600 level course","Law"
"2013-14","2014",201303,"Spring",60165,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",57,1.583333333,19,"2014","600 level course","Law"
"2016-17","2018",201604,"Summer",70434,"I","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",2,0.0555556,1,"2017","600 level course","Law"
"2019-20","2020",201901,"Winter",60466,"E","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",25,0.694444444,5,"2020","700 level course","Law"
"2016-17","2018",201604,"Summer",40681,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",56,1.555555556,17,"2017","600 level course","Conflict & Dispute Resolution"
"2015-16","2016",201502,"Winter",60787,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",48,1.333333333,16,"2016","600 level course","Law"
"2018-19","2019",201801,"Spring",31666,"E","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",65,1.833333333,19,"2019","600 level course","Conflict & Dispute Resolution"
"2015-16","2016",201503,"Spring",31701,"E","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",1,0.0277778,1,"2016","600 level course","Conflict & Dispute Resolution"
"2016-17","2017",201603,"Winter",21876,"E","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",39,1.083333333,9,"2017","600 level course","Conflict & Dispute Resolution"
"2013-14","2014",201302,"Winter",60289,"L","P","Regular","Graduate","Graduate","1","1","1","600/700","Law",1,0.0277778,1,"2014","600 level course","Law"
"2014-15","2015",201402,"Winter",60451,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",51,1.416666667,17,"2015","600 level course","Law"
"2017-18","2018",201701,"Winter",60631,"S","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",14,0.388888889,8,"2018","700 level course","Law"
"2018-19","2019",201801,"Winter",24123,"L","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",84,1.866666667,21,"2019","400 level course","Law"
"2013-14","2014",201303,"Winter",60286,"E","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",80,2.166666667,18,"2014","700 level course","Law"
"2016-17","2017",201602,"Winter",60404,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",8,0.222222222,8,"2017","600 level course","Law"
"2017-18","2018",201703,"Spring",36540,"I","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",1,0.0277778,1,"2018","600 level course","Conflict & Dispute Resolution"
"2015-16","2016",201502,"Spring",60729,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",14,0.388888889,8,"2016","600 level course","Law"
"2018-19","2019",201801,"Fall",50477,"S","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",18,0.5,6,"2018","700 level course","Law"
"2016-17","2017",201601,"Fall",50366,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",57,1.583333333,27,"2016","600 level course","Law"
"2016-17","2017",201602,"Spring",60441,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",15,0.416666667,12,"2017","600 level course","Law"
"2013-14","2014",201303,"Spring",60161,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",240,6.555555556,59,"2014","600 level course","Law"
"2016-17","2017",201603,"Spring",60370,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",12,0.333333333,12,"2017","600 level course","Law"
"2018-19","2019",201801,"Fall",11799,"L","I","Regular","Graduate","Graduate","1","1","1","500","Law",2,0.0555556,1,"2018","500 level course","Conflict & Dispute Resolution"
"2017-18","2018",201703,"Fall",50351,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",48,1.333333333,16,"2017","600 level course","Law"
"2018-19","2019",201801,"Spring",60448,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",51,1.416666667,17,"2019","600 level course","Law"
"2017-18","2018",201701,"Spring",60562,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",162,4.5,45,"2018","600 level course","Law"
"2015-16","2016",201501,"Winter",26844,"L","I","Regular","Graduate","Graduate","0","0","0","600/700","Masters",8,0.222222222,2,"2016","600 level course","Law"
"2019-20","2020",201902,"Fall",50657,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",126,3.583333333,41,"2019","600 level course","Law"
"2016-17","2017",201601,"Fall",50341,"S","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",36,1,12,"2016","700 level course","Law"
"2018-19","2019",201803,"Winter",24118,"L","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",164,3.555555556,44,"2019","100 level course","Law"
"2013-14","2014",201302,"Spring",60235,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",183,5.083333333,62,"2014","600 level course","Law"
"2016-17","2017",201603,"Fall",50314,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",126,3.583333333,43,"2016","600 level course","Law"
"2014-15","2015",201403,"Fall",17266,"L","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",24,0.577777778,6,"2014","100 level course","Conflict & Dispute Resolution"
"2014-15","2015",201402,"Fall",50328,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",240,6.666666667,53,"2014","600 level course","Law"
"2017-18","2018",201702,"Winter",60558,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",280,7.777777778,69,"2018","600 level course","Law"
"2013-14","2014",201302,"Winter",60271,"S","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",120,3.333333333,40,"2014","700 level course","Law"
"2013-14","2014",201303,"Spring",60161,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",240,6.666666667,75,"2014","600 level course","Law"
"2019-20","2020",201901,"Winter",60456,"L","I","Regular","Graduate","Graduate","1","1","1","600/700","Law",24,0.666666667,8,"2020","700 level course","Law"
