"academic_year","fiscal_year","sort_term","term","crn","type","location","credit_sub_abbr","credit_type","student_level","course_level","same_dept_flag","same_college_flag","same_college_flag_cas","course_level_detail","student_level_detail","credit","fte","headcount","year","course_number_cat","department"
"2018-19","2019",201801,"Winter",23371,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",32,0.711111111,8,"2019","200 level course","Honors College"
"2016-17","2017",201601,"Winter",22825,"S","S","HC","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",1,0.0222222,1,"2017","400 level course","Honors College"
"2018-19","2019",201801,"Spring",32541,"S","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",80,1.777777778,20,"2019","400 level course","Honors College"
"2014-15","2015",201401,"Fall",12830,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",1,0.0222222,1,"2014","100 level course","Honors College"
"2019-20","2020",201901,"Fall",12767,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",24,0.533333333,6,"2019","200 level course","Honors College"
"2015-16","2016",201501,"Fall",12749,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",8,0.177777778,2,"2015","200 level course","Honors College"
"2013-14","2014",201302,"Spring",35236,"S","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",16,0.355555556,7,"2014","400 level course","Honors College"
"2015-16","2016",201501,"Winter",22737,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",64,1.422222222,16,"2016","200 level course","Honors College"
"2018-19","2019",201801,"Winter",23355,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",56,1.244444444,14,"2019","200 level course","Honors College"
"2015-16","2016",201501,"Fall",12781,"S","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",32,0.711111111,16,"2015","400 level course","Honors College"
"2014-15","2015",201401,"Winter",22639,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",16,0.355555556,4,"2015","200 level course","Honors College"
"2016-17","2017",201601,"Winter",22795,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",32,0.711111111,8,"2017","200 level course","Honors College"
"2019-20","2020",201901,"Fall",16649,"S","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",60,1.333333333,15,"2019","400 level course","Honors College"
"2019-20","2020",201901,"Fall",12749,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",8,0.177777778,2,"2019","200 level course","Honors College"
"2019-20","2020",201901,"Winter",22768,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",52,1.155555556,13,"2020","200 level course","Honors College"
"2014-15","2015",201401,"Winter",26897,"S","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",4,0.088888889,1,"2015","400 level course","Honors College"
"2014-15","2015",201401,"Winter",22618,"S","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",52,1.155555556,13,"2015","400 level course","Honors College"
"2019-20","2020",201901,"Fall",12755,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",68,1.511111111,17,"2019","200 level course","Honors College"
"2014-15","2015",201401,"Spring",32623,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",24,0.533333333,6,"2015","200 level course","Honors College"
"2014-15","2015",201401,"Spring",32622,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",24,0.533333333,6,"2015","200 level course","Honors College"
"2016-17","2017",201601,"Winter",22816,"S","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",92,2.044444444,21,"2017","400 level course","Honors College"
"2018-19","2019",201801,"Spring",32548,"S","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",36,0.8,14,"2019","400 level course","Honors College"
"2019-20","2020",201901,"Winter",22746,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",68,1.511111111,17,"2020","200 level course","Honors College"
"2015-16","2016",201501,"Fall",12754,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",52,1.155555556,13,"2015","200 level course","Honors College"
"2016-17","2017",201601,"Spring",36232,"S","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",36,0.8,11,"2017","400 level course","Honors College"
"2013-14","2014",201302,"Spring",35228,"S","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",76,1.688888889,19,"2014","400 level course","Honors College"
"2015-16","2016",201501,"Fall",12760,"S","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",60,1.333333333,15,"2015","400 level course","Honors College"
"2013-14","2014",201302,"Winter",23945,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",48,1.066666667,12,"2014","200 level course","Honors College"
"2014-15","2015",201401,"Fall",12859,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",40,0.888888889,10,"2014","200 level course","Honors College"
"2016-17","2017",201601,"Winter",22809,"E","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",12,0.266666667,3,"2017","300 level course","Honors College"
"2016-17","2017",201601,"Spring",32587,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",12,0.266666667,3,"2017","200 level course","Honors College"
"2013-14","2014",201302,"Spring",39182,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",32,0.711111111,8,"2014","200 level course","Honors College"
"2014-15","2015",201401,"Fall",12853,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",72,1.6,18,"2014","200 level course","Honors College"
"2019-20","2020",201901,"Fall",12785,"S","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",32,0.711111111,16,"2019","400 level course","Honors College"
"2017-18","2018",201701,"Spring",32540,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",28,0.622222222,7,"2018","200 level course","Honors College"
"2016-17","2017",201601,"Fall",12730,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",52,1.155555556,13,"2016","200 level course","Honors College"
"2018-19","2019",201801,"Winter",23348,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",12,0.266666667,3,"2019","200 level course","Honors College"
"2015-16","2016",201501,"Spring",37206,"S","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",4,0.088888889,1,"2016","400 level course","Honors College"
"2014-15","2015",201401,"Winter",22632,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",56,1.244444444,14,"2015","200 level course","Honors College"
"2019-20","2020",201901,"Winter",22768,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",48,1.066666667,12,"2020","200 level course","Honors College"
"2014-15","2015",201401,"Fall",12859,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",72,1.6,18,"2014","200 level course","Honors College"
"2016-17","2017",201601,"Spring",32588,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",20,0.444444444,5,"2017","200 level course","Honors College"
"2019-20","2020",201901,"Winter",22761,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",52,1.155555556,13,"2020","200 level course","Honors College"
"2018-19","2019",201801,"Fall",12788,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",4,0.088888889,1,"2018","200 level course","Honors College"
"2014-15","2015",201401,"Winter",26897,"S","S","HC","Self-Support","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",48,1.066666667,12,"2015","400 level course","Honors College"
"2018-19","2019",201801,"Fall",12775,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",8,0.177777778,2,"2018","200 level course","Honors College"
"2014-15","2015",201401,"Fall",12888,"S","I","HC","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",4,0.088888889,1,"2014","400 level course","Honors College"
"2013-14","2014",201302,"Winter",27652,"S","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",36,0.8,8,"2014","400 level course","Honors College"
"2018-19","2019",201801,"Spring",32542,"S","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",4,0.088888889,1,"2019","400 level course","Honors College"
"2013-14","2014",201302,"Winter",23948,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",20,0.444444444,5,"2014","200 level course","Honors College"
"2017-18","2018",201701,"Fall",12779,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",1,0.0222222,1,"2017","100 level course","Honors College"
"2017-18","2018",201701,"Fall",12795,"S","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",4,0.088888889,1,"2017","400 level course","Honors College"
"2017-18","2018",201701,"Winter",23257,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",52,1.155555556,13,"2018","200 level course","Honors College"
"2019-20","2020",201901,"Winter",22771,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",32,0.711111111,8,"2020","200 level course","Honors College"
"2019-20","2020",201901,"Fall",12769,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",52,1.155555556,13,"2019","200 level course","Honors College"
"2014-15","2015",201401,"Spring",36910,"S","S","HC","Self-Support","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",48,1.066666667,12,"2015","400 level course","Honors College"
"2016-17","2017",201601,"Winter",26448,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",16,0.355555556,4,"2017","200 level course","Honors College"
"2019-20","2020",201901,"Fall",12765,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",52,1.155555556,13,"2019","200 level course","Honors College"
"2017-18","2018",201701,"Winter",23292,"S","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",80,1.777777778,20,"2018","400 level course","Honors College"
"2017-18","2018",201701,"Winter",23266,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",24,0.533333333,6,"2018","200 level course","Honors College"
"2016-17","2017",201601,"Fall",12769,"S","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",30,0.666666667,15,"2016","400 level course","Honors College"
"2017-18","2018",201701,"Fall",16558,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",48,1.066666667,12,"2017","200 level course","Honors College"
"2017-18","2018",201701,"Winter",23285,"S","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",72,1.6,18,"2018","400 level course","Honors College"
"2017-18","2018",201701,"Spring",32554,"S","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",44,0.977777778,11,"2018","400 level course","Honors College"
"2018-19","2019",201801,"Winter",23352,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",8,0.177777778,2,"2019","200 level course","Honors College"
"2017-18","2018",201701,"Winter",23286,"S","S","HC","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",4,0.088888889,1,"2018","400 level course","Honors College"
"2018-19","2019",201801,"Spring",32509,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",20,0.444444444,5,"2019","200 level course","Honors College"
"2016-17","2017",201601,"Winter",22794,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",40,0.888888889,10,"2017","200 level course","Honors College"
"2016-17","2017",201601,"Fall",12753,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",24,0.533333333,7,"2016","400 level course","Honors College"
"2013-14","2014",201302,"Winter",23935,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",60,1.333333333,15,"2014","200 level course","Honors College"
"2019-20","2020",201901,"Winter",27116,"S","S","HC","Self-Support","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",20,0.444444444,4,"2020","400 level course","Honors College"
"2015-16","2016",201501,"Winter",26298,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",36,0.8,9,"2016","200 level course","Honors College"
"2014-15","2015",201401,"Spring",32630,"S","I","HC","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",44,0.977777778,11,"2015","300 level course","Honors College"
"2015-16","2016",201501,"Winter",22770,"S","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",68,1.511111111,17,"2016","400 level course","Honors College"
"2013-14","2014",201302,"Spring",35228,"S","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",68,1.511111111,17,"2014","400 level course","Honors College"
"2016-17","2017",201601,"Fall",12768,"S","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",48,1.066666667,13,"2016","400 level course","Honors College"
"2013-14","2014",201302,"Winter",23974,"L","I","HC","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",28,0.622222222,13,"2014","300 level course","Honors College"
"2018-19","2019",201801,"Spring",32518,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",12,0.266666667,3,"2019","200 level course","Honors College"
"2018-19","2019",201801,"Spring",32524,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",8,0.177777778,2,"2019","200 level course","Honors College"
"2017-18","2018",201701,"Winter",23253,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",32,0.711111111,8,"2018","200 level course","Honors College"
"2019-20","2020",201901,"Fall",12738,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",28,0.622222222,7,"2019","200 level course","Honors College"
"2016-17","2017",201601,"Fall",12765,"S","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",52,1.155555556,13,"2016","400 level course","Honors College"
"2015-16","2016",201501,"Spring",36616,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",8,0.177777778,2,"2016","200 level course","Honors College"
"2018-19","2019",201801,"Fall",12810,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",64,1.422222222,16,"2018","200 level course","Honors College"
"2019-20","2020",201901,"Winter",22761,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",12,0.266666667,3,"2020","200 level course","Honors College"
"2017-18","2018",201701,"Spring",36751,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",28,0.622222222,7,"2018","200 level course","Honors College"
"2019-20","2020",201901,"Winter",26441,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",20,0.444444444,5,"2020","200 level course","Honors College"
"2016-17","2017",201601,"Spring",32607,"S","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",76,1.688888889,19,"2017","400 level course","Honors College"
"2017-18","2018",201701,"Winter",23286,"S","S","HC","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",36,0.755555556,8,"2018","400 level course","Honors College"
"2018-19","2019",201801,"Winter",23348,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",16,0.355555556,4,"2019","200 level course","Honors College"
"2018-19","2019",201801,"Fall",12791,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",48,1.066666667,12,"2018","200 level course","Honors College"
"2016-17","2017",201601,"Fall",17098,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",76,1.688888889,19,"2016","200 level course","Honors College"
"2016-17","2017",201601,"Spring",32583,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",28,0.622222222,7,"2017","200 level course","Honors College"
"2017-18","2018",201701,"Winter",23259,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",64,1.422222222,16,"2018","200 level course","Honors College"
"2016-17","2017",201601,"Spring",32607,"S","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",26,0.577777778,11,"2017","400 level course","Honors College"
"2014-15","2015",201401,"Winter",22627,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",8,0.177777778,2,"2015","200 level course","Honors College"
"2013-14","2015",201302,"Summer",42644,"S","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",56,1.244444444,14,"2014","400 level course","Honors College"
"2016-17","2017",201601,"Winter",22801,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",40,0.888888889,10,"2017","200 level course","Honors College"
"2014-15","2015",201401,"Winter",22639,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",36,0.8,9,"2015","200 level course","Honors College"
"2015-16","2016",201501,"Fall",16964,"S","S","HC","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",32,0.711111111,13,"2015","400 level course","Honors College"
"2019-20","2020",201901,"Winter",22743,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",4,0.088888889,1,"2020","200 level course","Honors College"
"2017-18","2018",201701,"Fall",12768,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",2,0.0444444,2,"2017","400 level course","Honors College"
"2016-17","2017",201601,"Winter",27136,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",48,1.066666667,12,"2017","200 level course","Honors College"
"2018-19","2019",201801,"Spring",32545,"S","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",72,1.6,18,"2019","400 level course","Honors College"
"2017-18","2018",201701,"Winter",23274,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",16,0.355555556,4,"2018","200 level course","Honors College"
"2019-20","2020",201901,"Fall",17249,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",4,0.088888889,1,"2019","200 level course","Honors College"
"2018-19","2019",201801,"Spring",36214,"S","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",72,1.6,18,"2019","400 level course","Honors College"
"2014-15","2015",201401,"Spring",32613,"S","I","HC","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",4,0.088888889,1,"2015","400 level course","Honors College"
"2018-19","2019",201801,"Spring",32529,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",14,0.311111111,15,"2019","400 level course","Honors College"
"2016-17","2017",201601,"Spring",32614,"S","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",8,0.177777778,2,"2017","400 level course","Honors College"
"2015-16","2016",201501,"Fall",12731,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",2,0.0444444,2,"2015","100 level course","Honors College"
"2018-19","2019",201801,"Fall",12804,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",64,1.422222222,16,"2018","200 level course","Honors College"
"2013-14","2014",201302,"Winter",23936,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",4,0.088888889,1,"2014","200 level course","Honors College"
"2017-18","2018",201701,"Winter",23291,"S","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",76,1.688888889,19,"2018","400 level course","Honors College"
"2017-18","2018",201701,"Spring",36271,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",32,0.711111111,8,"2018","200 level course","Honors College"
"2016-17","2017",201601,"Fall",12767,"S","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",4,0.088888889,1,"2016","400 level course","Honors College"
"2014-15","2015",201401,"Spring",32631,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",7,0.133333333,7,"2015","400 level course","Honors College"
"2018-19","2019",201801,"Winter",27652,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",72,1.6,18,"2019","200 level course","Honors College"
"2018-19","2019",201801,"Fall",17189,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",12,0.266666667,3,"2018","200 level course","Honors College"
"2013-14","2014",201302,"Winter",23947,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",32,0.711111111,8,"2014","200 level course","Honors College"
"2017-18","2018",201701,"Spring",32534,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",24,0.533333333,6,"2018","200 level course","Honors College"
"2013-14","2014",201302,"Winter",28267,"S","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",64,1.422222222,16,"2014","400 level course","Honors College"
"2018-19","2019",201801,"Fall",12804,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",12,0.266666667,3,"2018","200 level course","Honors College"
"2017-18","2018",201701,"Spring",36287,"S","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",8,0.2,3,"2018","400 level course","Honors College"
"2018-19","2019",201801,"Fall",12846,"S","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",8,0.177777778,2,"2018","400 level course","Honors College"
"2017-18","2018",201701,"Fall",12816,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",20,0.444444444,5,"2017","200 level course","Honors College"
"2018-19","2019",201801,"Fall",12837,"S","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",72,1.6,18,"2018","400 level course","Honors College"
"2013-14","2014",201302,"Winter",23932,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",4,0.088888889,1,"2014","200 level course","Honors College"
"2018-19","2019",201801,"Spring",32509,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",20,0.444444444,5,"2019","200 level course","Honors College"
"2013-14","2015",201302,"Summer",47850,"S","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",4,0.088888889,1,"2014","400 level course","Honors College"
"2015-16","2016",201501,"Winter",22737,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",44,0.977777778,11,"2016","200 level course","Honors College"
"2016-17","2017",201601,"Fall",12770,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",12,0.266666667,3,"2016","200 level course","Honors College"
"2015-16","2016",201501,"Winter",22741,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",44,0.977777778,11,"2016","200 level course","Honors College"
"2014-15","2015",201401,"Winter",26600,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",24,0.533333333,6,"2015","200 level course","Honors College"
"2013-14","2014",201302,"Winter",23943,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",44,0.977777778,11,"2014","200 level course","Honors College"
"2018-19","2019",201801,"Fall",12829,"S","I","HC","Regular","Graduate","Undergraduate","1","1","1","Upper Division","Masters",4,0.111111111,1,"2018","400 level course","Honors College"
"2015-16","2016",201501,"Fall",12738,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",68,1.511111111,17,"2015","200 level course","Honors College"
"2017-18","2018",201701,"Fall",12811,"S","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",4,0.088888889,1,"2017","400 level course","Honors College"
"2017-18","2018",201701,"Fall",12795,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",20,0.444444444,5,"2017","200 level course","Honors College"
"2016-17","2017",201601,"Winter",26448,"S","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",68,1.511111111,17,"2017","400 level course","Honors College"
"2015-16","2016",201501,"Winter",22733,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",8,0.177777778,2,"2016","200 level course","Honors College"
"2019-20","2020",201901,"Winter",22763,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",32,0.711111111,8,"2020","200 level course","Honors College"
"2017-18","2018",201701,"Winter",23268,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",36,0.8,9,"2018","200 level course","Honors College"
"2015-16","2016",201501,"Winter",22736,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",16,0.355555556,4,"2016","200 level course","Honors College"
"2019-20","2020",201901,"Fall",12766,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",56,1.244444444,14,"2019","200 level course","Honors College"
"2014-15","2015",201401,"Winter",22655,"S","S","HC","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",40,0.888888889,10,"2015","400 level course","Honors College"
"2017-18","2018",201701,"Fall",12745,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",17,0.377777778,17,"2017","100 level course","Honors College"
"2013-14","2014",201302,"Spring",35228,"S","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",76,1.688888889,19,"2014","400 level course","Honors College"
"2018-19","2019",201801,"Fall",12797,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",4,0.088888889,1,"2018","200 level course","Honors College"
"2017-18","2018",201701,"Fall",12776,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",40,0.888888889,10,"2017","200 level course","Honors College"
"2019-20","2020",201901,"Fall",12761,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",2,0.0444444,2,"2019","400 level course","Honors College"
"2016-17","2017",201601,"Winter",22796,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",20,0.444444444,5,"2017","200 level course","Honors College"
"2016-17","2017",201601,"Spring",32589,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",12,0.266666667,3,"2017","200 level course","Honors College"
"2015-16","2016",201501,"Spring",36616,"S","S","HC","Self-Support","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",4,0.088888889,1,"2016","400 level course","Honors College"
"2015-16","2016",201501,"Spring",36610,"L","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",36,0.8,9,"2016","200 level course","Honors College"
"2017-18","2018",201701,"Fall",12816,"S","I","HC","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",30,0.666666667,16,"2017","400 level course","Honors College"
