"academic_year","fiscal_year","sort_term","term","crn","type","location","credit_subject","credit_type","student_level","course_level","same_dept_flag","same_college_flag","same_college_flag_cas","course_level_detail","student_level_detail","credit","fte","headcount","year","course_number_cat","department"
"2016-17","2017",201601,"Spring",34348,"A","I","Music","Regular","Graduate","Graduate","1","1","1","600/700","Doctoral",4,0.148148148,2,"2017","600 level course","Music"
"2016-17","2017",201602,"Fall",14503,"A","I","Music","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",1,0.0222222,1,"2016","300 level course","Music"
"2017-18","2018",201701,"Spring",34132,"L","I","Music","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",8,0.177777778,4,"2018","100 level course","Music"
"2015-16","2016",201503,"Fall",14545,"A","I","Music","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",4,0.088888889,2,"2015","300 level course","Music"
"2014-15","2015",201402,"Fall",11880,"A","I","Dance Professional","Regular","Graduate","Graduate","1","1","1","600/700","Masters",2,0.0555556,2,"2014","600 level course","Dance"
"2016-17","2017",201603,"Fall",17143,"L","I","Music Education","Regular","Graduate","Graduate","1","1","1","600/700","Masters",6,0.166666667,2,"2016","700 level course","Music"
"2016-17","2017",201603,"Fall",14203,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",6,0.133333333,2,"2016","300 level course","Music"
"2016-17","2017",201603,"Fall",14488,"L","I","Music","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",8,0.177777778,2,"2016","300 level course","Music"
"2017-18","2018",201701,"Spring",34150,"L","I","Music","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",140,3.111111111,38,"2018","200 level course","Music"
"2017-18","2018",201702,"Spring",31743,"L","I","Dance Professional","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",18,0.4,9,"2018","300 level course","Dance"
"2014-15","2015",201401,"Winter",24219,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",16,0.355555556,4,"2015","300 level course","Music"
"2013-14","2014",201303,"Winter",25247,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",4,0.088888889,2,"2014","100 level course","Music"
"2016-17","2017",201602,"Fall",14610,"A","I","Music","Regular","Graduate","Graduate","1","1","1","600/700","Masters",6,0.166666667,3,"2016","600 level course","Music"
"2016-17","2018",201604,"Summer",41621,"L","I","Music","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",4,0.088888889,1,"2017","200 level course","Music"
"2013-14","2014",201303,"Winter",25664,"A","I","Music","Regular","Graduate","Undergraduate","0","0","0","Upper Division","Masters",1,0.0277778,1,"2014","300 level course","Music"
"2018-19","2019",201801,"Spring",34033,"I","I","Music Performance","Regular","Graduate","Graduate","1","1","1","600/700","Masters",4,0.111111111,1,"2019","600 level course","Music"
"2015-16","2016",201502,"Spring",34386,"A","I","Music","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",1,0.0222222,1,"2016","300 level course","Music"
"2016-17","2017",201603,"Winter",21910,"L","I","Dance Professional","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",176,3.911111111,44,"2017","200 level course","Dance"
"2015-16","2016",201503,"Fall",14494,"A","I","Music","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",1,0.0222222,1,"2015","100 level course","Music"
"2014-15","2015",201402,"Winter",24473,"I","I","Music","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",1,0.0222222,1,"2015","400 level course","Music"
"2014-15","2015",201403,"Spring",34280,"I","I","Music Performance","Regular","Graduate","Graduate","1","1","1","600/700","Masters",3,0.083333333,1,"2015","600 level course","Music"
"2015-16","2016",201501,"Spring",34393,"A","I","Music","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",9,0.2,9,"2016","300 level course","Music"
"2013-14","2015",201304,"Summer",48269,"L","I","Music","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",2,0.0444444,1,"2014","300 level course","Music"
"2016-17","2017",201601,"Winter",26244,"L","I","Music","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",16,0.355555556,4,"2017","400 level course","Music"
"2017-18","2018",201702,"Spring",33756,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",8,0.177777778,2,"2018","100 level course","Music"
"2013-14","2014",201303,"Winter",25738,"L","I","Music","Regular","Graduate","Graduate","1","1","1","500","Masters",3,0.083333333,1,"2014","500 level course","Music"
"2018-19","2019",201801,"Fall",14079,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",4,0.088888889,1,"2018","100 level course","Music"
"2018-19","2019",201801,"Spring",33906,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",8,0.177777778,2,"2019","400 level course","Music"
"2013-14","2015",201304,"Summer",47235,"L","I","Music","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",8,0.177777778,4,"2014","300 level course","Music"
"2019-20","2020",201901,"Winter",24402,"A","I","Music","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",2,0.0444444,2,"2020","100 level course","Music"
"2014-15","2015",201402,"Spring",34441,"A","I","Music","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",20,0.444444444,10,"2015","300 level course","Music"
"2014-15","2015",201402,"Fall",14647,"A","I","Music","Regular","Graduate","Undergraduate","0","0","0","Upper Division","Doctoral",1,0.037037,1,"2014","300 level course","Music"
"2019-20","2020",201901,"Fall",14205,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",4,0.088888889,1,"2019","300 level course","Music"
"2015-16","2016",201501,"Winter",24436,"L","I","Music","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",66,1.466666667,21,"2016","300 level course","Music"
"2014-15","2015",201401,"Spring",36735,"A","I","Dance Activity","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",3,0.066666667,3,"2015","200 level course","Dance"
"2013-14","2014",201302,"Spring",36968,"A","I","Music","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",6,0.133333333,6,"2014","300 level course","Music"
"2014-15","2015",201401,"Spring",31772,"A","I","Dance Activity","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",1,0.0222222,1,"2015","200 level course","Dance"
"2015-16","2016",201503,"Spring",34056,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",4,0.088888889,1,"2016","200 level course","Music"
"2017-18","2018",201703,"Winter",27710,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",4,0.088888889,2,"2018","300 level course","Music"
"2015-16","2016",201503,"Winter",21889,"A","I","Dance Activity","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",1,0.0222222,1,"2016","100 level course","Dance"
"2015-16","2016",201502,"Winter",21817,"A","I","Dance Professional","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",20,0.444444444,7,"2016","300 level course","Dance"
"2013-14","2014",201303,"Winter",25678,"A","I","Music","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",14,0.311111111,14,"2014","300 level course","Music"
"2014-15","2015",201401,"Fall",14670,"A","I","Music","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",2,0.0444444,1,"2014","300 level course","Music"
"2016-17","2017",201602,"Winter",24042,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",2,0.0444444,1,"2017","100 level course","Music"
"2018-19","2019",201802,"Winter",24617,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",4,0.088888889,2,"2019","100 level course","Music"
"2018-19","2019",201802,"Fall",17458,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",7,0.155555556,3,"2018","100 level course","Music"
"2015-16","2016",201501,"Spring",33812,"L","I","Music Education","Regular","Graduate","Undergraduate","0","0","0","Upper Division","Masters",1,0.0277778,1,"2016","300 level course","Music"
"2018-19","2019",201801,"Fall",11828,"L","I","Dance Professional","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",12,0.266666667,3,"2018","200 level course","Dance"
"2013-14","2014",201302,"Spring",36959,"A","I","Music","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",1,0.0222222,1,"2014","300 level course","Music"
"2015-16","2016",201502,"Fall",16082,"L","I","Music","Regular","Graduate","Graduate","1","1","1","500","Doctoral",15,0.555555556,5,"2015","500 level course","Music"
"2017-18","2018",201701,"Winter",25023,"A","I","Music","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",35,0.8,19,"2018","300 level course","Music"
"2013-14","2014",201302,"Spring",34323,"A","I","Dance Professional","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",1,0.0222222,1,"2014","400 level course","Dance"
"2014-15","2015",201402,"Winter",23852,"L","I","Music Education","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",4,0.088888889,4,"2015","300 level course","Music"
"2014-15","2015",201402,"Fall",14336,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",10,0.222222222,3,"2014","300 level course","Music"
"2014-15","2015",201401,"Fall",14648,"A","I","Music","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",1,0.0222222,1,"2014","300 level course","Music"
"2013-14","2014",201302,"Winter",25225,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",2,0.0444444,1,"2014","100 level course","Music"
"2018-19","2019",201803,"Fall",11909,"A","I","Dance Activity","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",4,0.088888889,4,"2018","200 level course","Dance"
"2015-16","2016",201503,"Spring",34422,"L","I","Music","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",3,0.066666667,1,"2016","400 level course","Music"
"2013-14","2015",201304,"Summer",48269,"E","I","Music Education","Regular","Graduate","Graduate","1","1","1","600/700","Masters",1,0.0277778,1,"2014","600 level course","Music"
"2016-17","2017",201601,"Spring",34312,"E","I","Music","Regular","Graduate","Graduate","1","1","1","600/700","Doctoral",2,0.074074074,2,"2017","600 level course","Music"
"2019-20","2020",201902,"Fall",14590,"S","I","Music","Regular","Graduate","Graduate","1","1","1","500","Doctoral",2,0.074074074,2,"2019","500 level course","Music"
"2015-16","2016",201503,"Winter",24504,"A","I","Music","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",16,0.355555556,8,"2016","300 level course","Music"
"2018-19","2019",201803,"Winter",25173,"L","I","Music","Regular","Graduate","Undergraduate","0","0","0","Upper Division","Masters",1,0.0277778,1,"2019","400 level course","Music"
"2017-18","2018",201702,"Winter",24525,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",2,0.0444444,1,"2018","100 level course","Music"
"2014-15","2015",201402,"Spring",31742,"I","I","Dance Professional","Regular","Graduate","Graduate","0","1","1","600/700","Doctoral",1,0.037037,1,"2015","600 level course","Dance"
"2017-18","2018",201702,"Spring",37076,"L","I","Music","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",3,0.066666667,1,"2018","400 level course","Music"
"2019-20","2020",201901,"Winter",23977,"A","I","Music Performance","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",4,0.088888889,2,"2020","100 level course","Music"
"2015-16","2016",201503,"Spring",33924,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",24,0.533333333,6,"2016","100 level course","Music"
"2017-18","2018",201701,"Winter",24928,"L","I","Music","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",8,0.177777778,4,"2018","100 level course","Music"
"2015-16","2016",201502,"Fall",11831,"A","I","Dance Activity","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",5,0.111111111,5,"2015","300 level course","Dance"
"2013-14","2014",201302,"Spring",36990,"L","I","Music","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",15,0.333333333,5,"2014","400 level course","Music"
"2017-18","2018",201701,"Winter",24927,"L","I","Music","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",136,3.066666667,33,"2018","100 level course","Music"
"2016-17","2017",201601,"Fall",14200,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",4,0.088888889,1,"2016","300 level course","Music"
"2019-20","2020",201901,"Winter",24080,"I","I","Music Performance","Regular","Graduate","Undergraduate","1","1","1","Lower Division","Doctoral",2,0.074074074,1,"2020","100 level course","Music"
"2016-17","2017",201601,"Fall",11837,"A","I","Dance Activity","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",2,0.0444444,2,"2016","300 level course","Dance"
"2016-17","2017",201602,"Spring",36698,"L","I","Music","Regular","Graduate","Graduate","1","1","1","600/700","Doctoral",21,0.777777778,7,"2017","600 level course","Music"
"2014-15","2015",201402,"Fall",14696,"I","I","Music","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",10,0.222222222,3,"2014","400 level course","Music"
"2019-20","2020",201902,"Winter",24479,"A","I","Music","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",40,0.888888889,35,"2020","300 level course","Music"
"2015-16","2016",201503,"Spring",34420,"L","I","Music","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",12,0.266666667,3,"2016","400 level course","Music"
"2019-20","2020",201902,"Fall",13956,"L","I","Music Education","Regular","Graduate","Graduate","1","1","1","500","Masters",6,0.166666667,2,"2019","500 level course","Music"
"2017-18","2018",201701,"Winter",24511,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",2,0.0444444,1,"2018","100 level course","Music"
"2018-19","2019",201803,"Fall",14315,"I","I","Music Performance","Regular","Graduate","Graduate","1","1","1","600/700","Masters",4,0.111111111,1,"2018","600 level course","Music"
"2016-17","2017",201601,"Winter",27176,"A","I","Music Performance","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",10,0.222222222,5,"2017","100 level course","Music"
"2016-17","2017",201602,"Winter",24085,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",4,0.088888889,1,"2017","100 level course","Music"
"2017-18","2018",201703,"Spring",34310,"A","I","Music","Regular","Graduate","Graduate","1","1","1","600/700","Doctoral",2,0.074074074,2,"2018","600 level course","Music"
"2018-19","2019",201802,"Winter",24617,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","0","1","1","Lower Division","Upper Division",4,0.088888889,2,"2019","100 level course","Music"
"2015-16","2016",201502,"Spring",34455,"I","I","Music","Regular","Graduate","Graduate","0","0","0","600/700","Doctoral",3,0.111111111,2,"2016","600 level course","Music"
"2018-19","2019",201803,"Spring",34166,"A","I","Music","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",3,0.066666667,3,"2019","300 level course","Music"
"2018-19","2019",201801,"Fall",14448,"A","I","Music","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",7,0.155555556,7,"2018","200 level course","Music"
"2019-20","2020",201902,"Fall",13979,"A","I","Music Jazz Studies","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",2,0.0444444,2,"2019","300 level course","Music"
"2017-18","2018",201702,"Fall",14423,"L","I","Music","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",452,10.04444444,115,"2017","100 level course","Music"
"2015-16","2016",201502,"Spring",31819,"A","I","Dance Activity","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",1,0.0222222,1,"2016","200 level course","Dance"
"2014-15","2015",201402,"Fall",11920,"A","I","Dance Activity","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",9,0.2,9,"2014","100 level course","Dance"
"2018-19","2019",201801,"Spring",36523,"L","I","Music Education","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",6,0.133333333,3,"2019","400 level course","Music"
"2014-15","2016",201404,"Summer",42349,"L","I","Music","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",4,0.088888889,1,"2015","400 level course","Music"
"2016-17","2017",201603,"Spring",33778,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",2,0.0444444,1,"2017","100 level course","Music"
"2018-19","2019",201802,"Fall",17458,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",2,0.0444444,1,"2018","100 level course","Music"
"2017-18","2018",201702,"Spring",34233,"L","I","Music","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",160,3.555555556,40,"2018","200 level course","Music"
"2015-16","2017",201504,"Summer",41625,"L","I","Music","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",3,0.066666667,1,"2016","300 level course","Music"
"2015-16","2016",201502,"Winter",24200,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",2,0.0444444,1,"2016","300 level course","Music"
"2014-15","2015",201401,"Fall",14119,"L","I","Music Jazz Studies","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",3,0.066666667,1,"2014","400 level course","Music"
"2016-17","2017",201601,"Winter",21996,"A","I","Dance Activity","Regular","Graduate","Undergraduate","1","1","1","Upper Division","Masters",1,0.0277778,1,"2017","300 level course","Dance"
"2018-19","2019",201803,"Winter",24575,"L","I","Music Jazz Studies","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",336,7.466666667,83,"2019","300 level course","Music"
"2014-15","2015",201402,"Spring",31678,"S","I","Dance Professional","Regular","Graduate","Graduate","1","1","1","600/700","Masters",2,0.0555556,1,"2015","600 level course","Dance"
"2019-20","2020",201902,"Winter",24286,"I","I","Music Performance","Regular","Graduate","Graduate","1","1","1","600/700","Masters",6,0.166666667,2,"2020","600 level course","Music"
"2014-15","2015",201401,"Winter",24543,"A","I","Music","Regular","Graduate","Graduate","1","1","1","600/700","Doctoral",8,0.296296296,4,"2015","600 level course","Music"
"2014-15","2015",201403,"Fall",14347,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",2,0.0444444,1,"2014","300 level course","Music"
"2013-14","2015",201304,"Summer",47137,"I","I","Music Performance","Regular","Graduate","Graduate","1","1","1","600/700","Masters",6,0.166666667,3,"2014","600 level course","Music"
"2018-19","2019",201802,"Winter",24865,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",12,0.266666667,3,"2019","400 level course","Music"
"2018-19","2019",201801,"Fall",14549,"L","I","Music","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",27,0.6,9,"2018","400 level course","Music"
"2014-15","2015",201403,"Winter",24379,"L","I","Music","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",108,2.4,24,"2015","100 level course","Music"
"2014-15","2015",201401,"Fall",11904,"A","I","Dance Activity","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",14,0.311111111,14,"2014","100 level course","Dance"
"2018-19","2019",201803,"Winter",24514,"E","I","Music","Regular","Graduate","Graduate","1","1","1","500","Masters",12,0.333333333,2,"2019","500 level course","Music"
"2013-14","2014",201302,"Winter",25533,"I","I","Music Performance","Regular","Graduate","Graduate","1","1","1","600/700","Masters",2,0.0555556,1,"2014","600 level course","Music"
"2017-18","2018",201703,"Fall",14507,"A","I","Music","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",2,0.0444444,2,"2017","300 level course","Music"
"2019-20","2020",201901,"Fall",14521,"A","I","Music","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",1,0.0222222,1,"2019","300 level course","Music"
"2016-17","2017",201602,"Fall",14618,"A","I","Music","Regular","Graduate","Graduate","1","1","1","600/700","Masters",1,0.0277778,1,"2016","600 level course","Music"
"2013-14","2014",201302,"Winter",25194,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",2,0.0444444,1,"2014","100 level course","Music"
"2013-14","2014",201302,"Spring",36392,"L","I","Music Education","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",2,0.0444444,1,"2014","400 level course","Music"
"2017-18","2018",201701,"Spring",34276,"A","I","Music","Regular","Graduate","Graduate","1","1","1","600/700","Masters",6,0.166666667,3,"2018","600 level course","Music"
"2013-14","2014",201302,"Spring",36947,"L","I","Music","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",88,1.955555556,22,"2014","300 level course","Music"
"2013-14","2014",201302,"Winter",25678,"A","I","Music","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",3,0.066666667,2,"2014","300 level course","Music"
"2017-18","2019",201704,"Summer",41615,"N","I","Music","Regular","Graduate","Graduate","1","1","1","600/700","Doctoral",28,1.037037037,5,"2018","600 level course","Music"
"2017-18","2018",201701,"Spring",34282,"L","I","Music","Regular","Graduate","Graduate","1","1","1","600/700","Masters",6,0.166666667,2,"2018","600 level course","Music"
"2017-18","2018",201702,"Fall",14213,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",4,0.088888889,1,"2017","300 level course","Music"
"2019-20","2020",201901,"Winter",24089,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",4,0.088888889,1,"2020","200 level course","Music"
"2014-15","2015",201401,"Spring",34050,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",4,0.088888889,1,"2015","200 level course","Music"
"2013-14","2014",201303,"Spring",36402,"A","I","Music Education","Regular","Graduate","Undergraduate","1","1","1","Upper Division","Masters",4,0.111111111,3,"2014","400 level course","Music"
"2014-15","2015",201401,"Winter",24537,"I","I","Music","Regular","Graduate","Graduate","1","1","1","600/700","Doctoral",13,0.518518519,7,"2015","600 level course","Music"
"2013-14","2014",201303,"Spring",36599,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",4,0.088888889,1,"2014","300 level course","Music"
"2014-15","2015",201402,"Spring",34151,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",12,0.266666667,3,"2015","300 level course","Music"
"2017-18","2018",201701,"Winter",25009,"A","I","Music","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",3,0.066666667,3,"2018","300 level course","Music"
"2016-17","2017",201603,"Spring",33785,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",2,0.0444444,1,"2017","100 level course","Music"
"2013-14","2014",201302,"Winter",25800,"A","I","Music","Regular","Graduate","Graduate","1","1","1","600/700","Doctoral",4,0.148148148,4,"2014","600 level course","Music"
"2016-17","2017",201603,"Spring",34047,"I","I","Music Performance","Regular","Graduate","Graduate","1","1","1","600/700","Masters",2,0.0555556,1,"2017","600 level course","Music"
"2016-17","2017",201601,"Winter",21985,"A","I","Dance Activity","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",2,0.0444444,2,"2017","100 level course","Dance"
"2017-18","2018",201701,"Fall",14364,"I","I","Music Performance","Regular","Graduate","Graduate","1","1","1","600/700","Masters",2,0.0555556,1,"2017","600 level course","Music"
"2017-18","2018",201703,"Winter",22447,"A","I","Dance Professional","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",5,0.111111111,5,"2018","400 level course","Dance"
"2019-20","2020",201902,"Fall",14095,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",4,0.088888889,2,"2019","100 level course","Music"
"2015-16","2016",201501,"Fall",14014,"N","I","Music Education","Regular","Graduate","Graduate","1","1","1","500","Masters",6,0.166666667,2,"2015","500 level course","Music"
"2015-16","2016",201502,"Winter",24294,"I","I","Music Performance","Regular","Graduate","Graduate","1","1","1","600/700","Masters",4,0.111111111,1,"2016","600 level course","Music"
"2015-16","2016",201501,"Spring",33878,"A","I","Music Jazz Studies","Regular","Graduate","Graduate","1","1","1","600/700","Masters",1,0.0277778,1,"2016","600 level course","Music"
"2017-18","2018",201701,"Winter",24513,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",2,0.0444444,1,"2018","100 level course","Music"
"2019-20","2020",201902,"Winter",24483,"A","I","Music","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",64,1.422222222,24,"2020","300 level course","Music"
"2016-17","2017",201602,"Fall",14598,"A","I","Music","Regular","Graduate","Graduate","1","1","1","600/700","Doctoral",1,0.037037,1,"2016","600 level course","Music"
"2017-18","2018",201703,"Winter",24532,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",2,0.0444444,1,"2018","100 level course","Music"
"2015-16","2016",201501,"Spring",36570,"A","I","Dance Professional","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",3,0.066666667,1,"2016","200 level course","Dance"
"2018-19","2019",201802,"Winter",24739,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",2,0.0444444,1,"2019","200 level course","Music"
"2016-17","2017",201603,"Fall",14441,"L","I","Music","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",19,0.422222222,20,"2016","200 level course","Music"
"2014-15","2015",201402,"Winter",21774,"A","I","Dance Activity","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",7,0.155555556,7,"2015","100 level course","Dance"
"2014-15","2015",201401,"Spring",31758,"A","I","Dance Activity","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",4,0.088888889,4,"2015","100 level course","Dance"
"2014-15","2015",201403,"Winter",24404,"L","I","Music","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",2,0.0444444,1,"2015","100 level course","Music"
"2014-15","2015",201401,"Spring",34391,"A","I","Music","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",10,0.222222222,10,"2015","200 level course","Music"
"2018-19","2019",201801,"Winter",24536,"L","I","Music Education","Regular","Graduate","Graduate","1","1","1","500","Masters",3,0.083333333,1,"2019","500 level course","Music"
"2015-16","2016",201503,"Winter",24491,"A","I","Music","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",10,0.222222222,5,"2016","300 level course","Music"
"2019-20","2020",201901,"Winter",24554,"S","I","Music","Regular","Graduate","Graduate","1","1","1","500","Doctoral",28,1.037037037,7,"2020","500 level course","Music"
"2014-15","2015",201402,"Winter",23932,"A","I","Music Performance","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",8,0.177777778,4,"2015","100 level course","Music"
"2017-18","2018",201702,"Fall",14496,"A","I","Music","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",4,0.088888889,4,"2017","300 level course","Music"
"2017-18","2018",201702,"Spring",33919,"I","I","Music Performance","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",8,0.177777778,2,"2018","300 level course","Music"
