"academic_year","fiscal_year","sort_term","term","crn","type","location","credit_type","student_level","course_level","same_dept_flag","same_college_flag","same_college_flag_cas","course_level_detail","student_level_detail","credit","fte","headcount","year","course_number_cat","department"
"2013-14","2015",201304,"Summer",47224,"L","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",68,1.833333333,18,"2014","100 level course","Music"
"2019-20","2020",201901,"Winter",21988,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",2,0.0444444,1,"2020","400 level course","Dance"
"2017-18","2018",201702,"Fall",14467,"L","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",128,2.888888889,39,"2017","200 level course","Music"
"2014-15","2015",201403,"Winter",24563,"A","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",4,0.111111111,4,"2015","600 level course","Music"
"2014-15","2015",201403,"Winter",23955,"I","I","Regular","Graduate","Undergraduate","1","1","1","Lower Division","Masters",2,0.0555556,1,"2015","100 level course","Dance"
"2013-14","2014",201302,"Winter",25464,"I","I","Regular","Graduate","Undergraduate","1","1","1","Upper Division","Masters",2,0.0555556,1,"2014","400 level course","Music"
"2016-17","2017",201601,"Spring",31755,"A","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",1,0.0222222,1,"2017","100 level course","Dance"
"2018-19","2019",201802,"Spring",36523,"L","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",4,0.088888889,1,"2019","100 level course","Dance"
"2013-14","2014",201302,"Winter",23017,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",7,0.155555556,7,"2014","300 level course","Dance"
"2017-18","2018",201702,"Spring",34267,"I","I","Regular","Graduate","Graduate","1","1","1","600/700","Doctoral",4,0.148148148,1,"2018","700 level course","Music"
"2013-14","2014",201303,"Spring",36521,"I","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",2,0.0444444,1,"2014","100 level course","Music"
"2016-17","2017",201603,"Winter",24029,"A","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",2,0.0444444,1,"2017","100 level course","Music"
"2017-18","2019",201704,"Summer",41380,"L","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",4,0.088888889,1,"2018","400 level course","Music"
"2016-17","2017",201602,"Winter",21942,"A","I","Regular","Graduate","Graduate","1","1","1","500","Masters",2,0.0555556,2,"2017","500 level course","Dance"
"2014-15","2015",201402,"Fall",14141,"I","I","Regular","Graduate","Graduate","1","1","1","600/700","Doctoral",2,0.074074074,1,"2014","600 level course","Music"
"2017-18","2018",201702,"Winter",24487,"A","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",9,0.2,5,"2018","300 level course","Music"
"2017-18","2018",201703,"Spring",31802,"A","I","Regular","Graduate","Undergraduate","0","0","0","Lower Division","Masters",1,0.0277778,1,"2018","100 level course","Dance"
"2015-16","2016",201502,"Fall",14564,"A","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",3,0.066666667,3,"2015","300 level course","Music"
"2015-16","2016",201502,"Spring",36302,"S","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",2,0.0555556,1,"2016","600 level course","Music"
"2014-15","2015",201401,"Winter",21780,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",4,0.088888889,4,"2015","100 level course","Dance"
"2015-16","2016",201502,"Spring",34103,"I","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",2,0.0444444,1,"2016","300 level course","Music"
"2018-19","2019",201802,"Fall",14637,"A","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",10,0.277777778,5,"2018","600 level course","Music"
"2018-19","2020",201804,"Summer",41807,"L","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",12,0.266666667,4,"2019","300 level course","Music"
"2014-15","2015",201403,"Fall",14149,"I","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",2,0.0444444,1,"2014","100 level course","Music"
"2013-14","2014",201302,"Winter",25188,"I","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",28,0.622222222,7,"2014","100 level course","Music"
"2017-18","2018",201701,"Fall",14464,"A","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",7,0.155555556,7,"2017","100 level course","Music"
"2014-15","2015",201401,"Winter",21752,"A","I","Regular","Graduate","Graduate","1","1","1","500","Masters",18,0.5,6,"2015","500 level course","Dance"
"2015-16","2016",201503,"Fall",14624,"I","I","Regular","Graduate","Graduate","1","1","1","600/700","Doctoral",4,0.148148148,1,"2015","700 level course","Music"
"2019-20","2020",201901,"Winter",23878,"L","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",3,0.066666667,1,"2020","400 level course","Music"
"2016-17","2017",201602,"Fall",11830,"A","I","Regular","Undergraduate","Undergraduate","0","1","1","Lower Division","Lower Division",2,0.0444444,2,"2016","200 level course","Dance"
"2014-15","2015",201402,"Winter",24419,"A","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",5,0.111111111,5,"2015","100 level course","Music"
"2018-19","2019",201803,"Fall",14027,"A","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",4,0.088888889,2,"2018","100 level course","Music"
"2013-14","2014",201303,"Spring",36968,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",126,2.755555556,62,"2014","300 level course","Music"
"2017-18","2018",201701,"Winter",24483,"A","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",5,0.111111111,4,"2018","300 level course","Music"
"2016-17","2017",201603,"Spring",34238,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",1,0.0222222,1,"2017","100 level course","Music"
"2015-16","2016",201502,"Winter",21889,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",2,0.0444444,2,"2016","100 level course","Dance"
"2018-19","2019",201802,"Winter",22506,"S","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",6,0.133333333,6,"2019","400 level course","Dance"
"2013-14","2014",201302,"Winter",25238,"I","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",2,0.0444444,1,"2014","100 level course","Music"
"2013-14","2014",201303,"Spring",36971,"A","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",2,0.0444444,1,"2014","300 level course","Music"
"2014-15","2015",201401,"Winter",21777,"A","I","Regular","Graduate","Undergraduate","0","0","0","Lower Division","Masters",1,0.0277778,1,"2015","100 level course","Dance"
"2016-17","2017",201601,"Winter",24529,"A","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",5,0.111111111,5,"2017","300 level course","Music"
"2015-16","2016",201502,"Fall",14078,"I","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",2,0.0444444,1,"2015","100 level course","Music"
"2014-15","2015",201403,"Spring",31777,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",3,0.066666667,3,"2015","400 level course","Dance"
"2018-19","2019",201802,"Winter",22553,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",4,0.088888889,4,"2019","200 level course","Dance"
"2013-14","2014",201303,"Spring",39204,"L","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",512,11.11111111,129,"2014","300 level course","Dance"
"2017-18","2018",201703,"Spring",34095,"A","I","Regular","Graduate","Graduate","1","1","1","600/700","Doctoral",1,0.037037,1,"2018","600 level course","Music"
"2017-18","2018",201703,"Spring",34240,"L","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",24,0.533333333,8,"2018","400 level course","Music"
"2015-16","2016",201502,"Fall",14181,"I","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",4,0.088888889,1,"2015","200 level course","Music"
"2013-14","2014",201302,"Winter",25295,"I","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",6,0.133333333,2,"2014","200 level course","Music"
"2013-14","2014",201303,"Spring",34375,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",6,0.133333333,6,"2014","100 level course","Dance"
"2018-19","2019",201803,"Spring",33833,"I","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",2,0.0444444,1,"2019","100 level course","Music"
"2015-16","2016",201502,"Fall",11793,"I","I","Regular","Graduate","Graduate","1","1","1","500","Masters",1,0.0277778,1,"2015","500 level course","Dance"
"2013-14","2014",201302,"Winter",25637,"A","I","Regular","Graduate","Graduate","1","1","1","600/700","Doctoral",1,0.037037,1,"2014","600 level course","Music"
"2013-14","2014",201302,"Spring",34404,"A","I","Regular","Graduate","Undergraduate","0","0","0","Upper Division","Masters",1,0.0277778,1,"2014","400 level course","Dance"
"2016-17","2017",201603,"Winter",24431,"I","I","Regular","Graduate","Graduate","1","1","1","600/700","Doctoral",2,0.074074074,1,"2017","700 level course","Music"
"2013-14","2014",201302,"Winter",25143,"A","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",4,0.088888889,4,"2014","300 level course","Music"
"2014-15","2015",201403,"Fall",11923,"A","I","Regular","Graduate","Undergraduate","0","0","0","Lower Division","Masters",2,0.0555556,2,"2014","200 level course","Dance"
"2015-16","2016",201503,"Winter",24012,"I","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",2,0.0444444,1,"2016","100 level course","Music"
"2015-16","2016",201502,"Fall",14652,"A","I","Regular","Graduate","Graduate","0","0","0","600/700","Doctoral",2,0.074074074,1,"2015","600 level course","Music"
"2016-17","2017",201601,"Fall",14004,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",24,0.533333333,8,"2016","100 level course","Music"
"2017-18","2018",201701,"Winter",25086,"I","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",7,0.194444444,2,"2018","600 level course","Music"
"2019-20","2020",201901,"Fall",14462,"A","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",8,0.177777778,8,"2019","100 level course","Music"
"2019-20","2020",201901,"Fall",14023,"A","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",2,0.0444444,1,"2019","100 level course","Music"
"2013-14","2014",201302,"Winter",25341,"I","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",4,0.088888889,1,"2014","300 level course","Music"
"2017-18","2019",201704,"Summer",42288,"L","I","Regular","Graduate","Graduate","1","1","1","500","Doctoral",3,0.111111111,1,"2018","500 level course","Music"
"2015-16","2016",201501,"Spring",34253,"I","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",4,0.111111111,1,"2016","600 level course","Music"
"2015-16","2016",201502,"Fall",11798,"I","I","Regular","Graduate","Graduate","1","1","1","500","Masters",2,0.0555556,1,"2015","500 level course","Dance"
"2017-18","2018",201702,"Fall",14563,"L","I","Regular","Graduate","Graduate","1","1","1","500","Masters",9,0.25,10,"2017","500 level course","Music"
"2017-18","2018",201701,"Spring",33675,"L","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",2,0.0444444,1,"2018","200 level course","Music"
"2016-17","2018",201604,"Summer",41621,"L","I","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",4,0.088888889,1,"2017","300 level course","Music"
"2018-19","2019",201801,"Fall",11838,"L","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",8,0.177777778,2,"2018","300 level course","Dance"
"2017-18","2018",201701,"Winter",24691,"I","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",2,0.0444444,1,"2018","300 level course","Music"
"2014-15","2015",201403,"Spring",33929,"I","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",4,0.088888889,2,"2015","100 level course","Music"
"2014-15","2015",201401,"Fall",11920,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",1,0.0222222,1,"2014","100 level course","Dance"
"2015-16","2016",201503,"Spring",34385,"A","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",3,0.066666667,3,"2016","300 level course","Music"
"2017-18","2018",201703,"Spring",31803,"A","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",2,0.0444444,2,"2018","300 level course","Dance"
"2016-17","2017",201603,"Winter",24097,"I","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",6,0.133333333,2,"2017","100 level course","Music"
"2017-18","2018",201702,"Winter",24494,"L","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",24,0.533333333,6,"2018","300 level course","Music"
"2018-19","2019",201802,"Winter",26943,"A","I","Regular","Graduate","Undergraduate","0","0","0","Upper Division","Doctoral",2,0.074074074,1,"2019","300 level course","Dance"
"2016-17","2017",201602,"Winter",24576,"L","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",6,0.133333333,2,"2017","400 level course","Music"
"2014-15","2015",201403,"Fall",14590,"A","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",8,0.177777778,8,"2014","100 level course","Music"
"2015-16","2017",201504,"Summer",42597,"E","I","Regular","Graduate","Graduate","1","1","1","600/700","Doctoral",9,0.333333333,1,"2016","600 level course","Music"
"2016-17","2017",201602,"Winter",24261,"I","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",2,0.0444444,1,"2017","300 level course","Music"
"2013-14","2014",201302,"Spring",36628,"I","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",4,0.088888889,2,"2014","300 level course","Music"
"2017-18","2019",201704,"Summer",41584,"U","V","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",24,0.533333333,5,"2018","100 level course","Music"
"2017-18","2018",201701,"Winter",22492,"A","I","Regular","Undergraduate","Undergraduate","0","1","1","Lower Division","Upper Division",1,0.0222222,1,"2018","100 level course","Dance"
"2016-17","2017",201603,"Fall",14583,"A","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",1,0.0277778,1,"2016","600 level course","Music"
"2016-17","2017",201601,"Fall",14629,"A","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",6,0.166666667,3,"2016","600 level course","Music"
"2014-15","2015",201403,"Fall",14196,"I","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",2,0.0444444,1,"2014","100 level course","Music"
"2015-16","2016",201502,"Spring",33861,"N","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",4,0.088888889,1,"2016","400 level course","Music"
"2016-17","2017",201601,"Spring",33768,"A","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",3,0.066666667,1,"2017","100 level course","Music"
"2018-19","2019",201801,"Winter",25122,"A","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",3,0.066666667,3,"2019","300 level course","Music"
"2016-17","2017",201603,"Spring",31828,"A","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",2,0.0444444,2,"2017","100 level course","Dance"
"2017-18","2018",201703,"Spring",31724,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",7,0.155555556,7,"2018","400 level course","Dance"
"2013-14","2014",201302,"Winter",25164,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",10,0.222222222,5,"2014","100 level course","Music"
"2015-16","2016",201503,"Fall",13974,"E","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",2,0.0444444,2,"2015","400 level course","Music"
"2017-18","2018",201701,"Winter",24954,"L","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",32,0.711111111,9,"2018","200 level course","Music"
"2013-14","2014",201303,"Winter",25691,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",50,1.111111111,24,"2014","300 level course","Music"
"2015-16","2016",201502,"Spring",34360,"A","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",1,0.0222222,1,"2016","200 level course","Music"
"2017-18","2018",201703,"Winter",25058,"L","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",12,0.266666667,4,"2018","300 level course","Music"
"2017-18","2018",201703,"Winter",24438,"S","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",3,0.066666667,3,"2018","400 level course","Music"
"2016-17","2017",201601,"Winter",23933,"L","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",9,0.2,3,"2017","300 level course","Music"
"2018-19","2019",201803,"Spring",34168,"A","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",1,0.0222222,1,"2019","300 level course","Music"
"2017-18","2018",201701,"Fall",14081,"I","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",4,0.088888889,1,"2017","100 level course","Music"
"2015-16","2016",201502,"Fall",11753,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",1,0.0222222,1,"2015","400 level course","Dance"
"2014-15","2015",201401,"Fall",11931,"A","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",1,0.0222222,1,"2014","300 level course","Dance"
"2015-16","2016",201503,"Fall",14075,"I","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",10,0.222222222,4,"2015","100 level course","Music"
"2013-14","2014",201302,"Winter",25618,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",5,0.111111111,5,"2014","100 level course","Music"
"2015-16","2016",201502,"Winter",24005,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",14,0.311111111,5,"2016","100 level course","Music"
"2018-19","2019",201802,"Spring",34241,"I","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",2,0.0555556,1,"2019","600 level course","Music"
"2019-20","2020",201902,"Fall",17375,"I","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",4,0.088888889,2,"2019","100 level course","Music"
"2013-14","2014",201303,"Spring",36480,"I","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",2,0.0444444,1,"2014","100 level course","Music"
"2014-15","2015",201402,"Winter",24468,"L","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",4,0.088888889,1,"2015","300 level course","Music"
"2017-18","2018",201702,"Fall",14465,"A","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",1,0.0222222,1,"2017","100 level course","Music"
"2016-17","2017",201601,"Fall",11831,"A","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",8,0.177777778,8,"2016","200 level course","Dance"
"2019-20","2020",201902,"Winter",24513,"L","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",16,0.355555556,4,"2020","400 level course","Music"
"2018-19","2019",201801,"Winter",24597,"A","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",9,0.25,6,"2019","600 level course","Music"
"2017-18","2018",201702,"Spring",34192,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",1,0.0222222,1,"2018","300 level course","Music"
"2016-17","2017",201602,"Spring",31818,"A","I","Regular","Graduate","Undergraduate","0","0","0","Lower Division","Masters",1,0.0277778,1,"2017","200 level course","Dance"
"2015-16","2016",201503,"Spring",34013,"I","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",7,0.155555556,2,"2016","200 level course","Music"
"2015-16","2017",201504,"Summer",41536,"I","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",2,0.0555556,1,"2016","600 level course","Music"
"2018-19","2020",201804,"Summer",42656,"U","V","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",4,0.088888889,1,"2019","300 level course","Music"
"2018-19","2019",201802,"Spring",33697,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",18,0.4,9,"2019","100 level course","Music"
"2015-16","2016",201503,"Spring",31765,"L","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",11,0.244444444,11,"2016","300 level course","Dance"
"2016-17","2018",201604,"Summer",41613,"L","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",56,1.244444444,14,"2017","100 level course","Music"
"2013-14","2014",201303,"Winter",25756,"A","I","Regular","Graduate","Undergraduate","0","0","0","Upper Division","Doctoral",2,0.074074074,1,"2014","400 level course","Music"
"2016-17","2017",201601,"Spring",33682,"L","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",3,0.066666667,1,"2017","400 level course","Music"
"2013-14","2014",201303,"Winter",25624,"L","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",76,1.688888889,25,"2014","200 level course","Music"
"2015-16","2016",201502,"Winter",23982,"A","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",2,0.0555556,1,"2016","600 level course","Music"
"2018-19","2019",201803,"Winter",27865,"U","V","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",56,1.244444444,14,"2019","100 level course","Music"
"2018-19","2019",201802,"Spring",34008,"I","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",2,0.0555556,1,"2019","600 level course","Music"
"2014-15","2015",201401,"Winter",23957,"I","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",10,0.222222222,5,"2015","100 level course","Music"
"2013-14","2014",201303,"Spring",36469,"I","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",2,0.0444444,1,"2014","100 level course","Music"
"2013-14","2014",201303,"Spring",36669,"I","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",4,0.088888889,1,"2014","300 level course","Music"
"2013-14","2014",201303,"Spring",36970,"A","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",7,0.155555556,4,"2014","300 level course","Music"
"2015-16","2016",201502,"Spring",33959,"I","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",12,0.266666667,3,"2016","100 level course","Music"
"2013-14","2014",201303,"Spring",37053,"A","I","Regular","Graduate","Graduate","1","1","1","600/700","Doctoral",4,0.148148148,1,"2014","600 level course","Music"
"2019-20","2020",201902,"Winter",24470,"N","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",8,0.177777778,2,"2020","400 level course","Music"
"2017-18","2018",201703,"Spring",34125,"U","V","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",15,0.333333333,7,"2018","300 level course","Music"
"2017-18","2018",201701,"Winter",27803,"S","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",2,0.0555556,2,"2018","600 level course","Music"
"2016-17","2017",201601,"Winter",21909,"L","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",20,0.444444444,6,"2017","200 level course","Dance"
"2015-16","2016",201503,"Fall",14466,"I","I","Regular","Graduate","Graduate","0","0","0","600/700","Doctoral",4,0.148148148,1,"2015","700 level course","Music"
"2015-16","2016",201502,"Winter",23990,"I","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",2,0.0444444,1,"2016","100 level course","Music"
"2019-20","2020",201902,"Winter",24111,"I","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",6,0.133333333,2,"2020","200 level course","Music"
"2016-17","2017",201602,"Winter",24467,"A","I","Regular","Graduate","Undergraduate","0","0","0","Lower Division","Doctoral",2,0.074074074,1,"2017","100 level course","Music"
"2017-18","2018",201702,"Spring",31734,"A","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",3,0.066666667,2,"2018","400 level course","Dance"
"2015-16","2016",201501,"Spring",34476,"A","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",3,0.083333333,3,"2016","600 level course","Music"
"2018-19","2019",201803,"Winter",26945,"A","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",12,0.266666667,12,"2019","300 level course","Music"
"2016-17","2017",201601,"Spring",34023,"I","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",4,0.111111111,1,"2017","600 level course","Music"
"2013-14","2014",201302,"Winter",25162,"A","I","Regular","Graduate","Graduate","1","1","1","600/700","Doctoral",3,0.111111111,4,"2014","600 level course","Music"
"2018-19","2019",201803,"Spring",34119,"A","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",2,0.0444444,2,"2019","200 level course","Music"
"2019-20","2020",201902,"Fall",14378,"I","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",4,0.111111111,1,"2019","600 level course","Music"
"2018-19","2019",201802,"Fall",14465,"A","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",7,0.155555556,7,"2018","200 level course","Music"
"2019-20","2020",201902,"Winter",24018,"I","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",2,0.0444444,1,"2020","100 level course","Music"
"2015-16","2016",201501,"Winter",24197,"I","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",4,0.088888889,1,"2016","300 level course","Music"
"2019-20","2020",201901,"Fall",14469,"L","I","Regular","Graduate","Undergraduate","1","1","1","Lower Division","Masters",4,0.111111111,2,"2019","200 level course","Music"
"2014-15","2015",201401,"Spring",34343,"I","I","Regular","Graduate","Graduate","1","1","1","600/700","Doctoral",2,0.074074074,1,"2015","700 level course","Music"
"2015-16","2016",201503,"Fall",14433,"I","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",6,0.166666667,2,"2015","600 level course","Music"
"2015-16","2016",201502,"Winter",21823,"E","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",2,0.0444444,1,"2016","400 level course","Dance"
"2014-15","2015",201403,"Winter",24307,"I","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",4,0.111111111,1,"2015","600 level course","Music"
"2019-20","2020",201901,"Fall",14517,"A","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",2,0.0444444,2,"2019","300 level course","Music"
"2015-16","2016",201501,"Fall",13968,"I","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",1,0.0277778,1,"2015","600 level course","Dance"
"2015-16","2016",201501,"Fall",14519,"A","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",6,0.133333333,6,"2015","100 level course","Music"
"2018-19","2019",201801,"Winter",25103,"L","I","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",6,0.133333333,2,"2019","300 level course","Music"
"2019-20","2020",201901,"Fall",11848,"A","I","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",1,0.0222222,1,"2019","100 level course","Dance"
"2013-14","2014",201302,"Spring",39227,"L","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",3,0.066666667,1,"2014","400 level course","Dance"
"2017-18","2018",201703,"Winter",22433,"S","I","Regular","Graduate","Graduate","1","1","1","600/700","Masters",2,0.0555556,2,"2018","600 level course","Dance"
"2015-16","2016",201502,"Spring",31734,"L","I","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",124,2.755555556,31,"2016","200 level course","Dance"
"2015-16","2016",201501,"Winter",24501,"A","I","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",8,0.177777778,4,"2016","300 level course","Music"
