"academic_year","fiscal_year","sort_term","term","crn","type","location","credit_sub_abbr","credit_type","student_level","course_level","same_dept_flag","same_college_flag","same_college_flag_cas","course_level_detail","student_level_detail","credit","fte","headcount","year","course_number_cat","department"
"2014-15","2015",201401,"Fall",12092,"S","I","EDLD","Regular","Graduate","Graduate","0","0","0","600/700","Masters",4,0.111111111,2,"2014","600 level course","Educational Methodology, Policy, & Leadership"
"2018-19","2019",201801,"Fall",17406,"U","V","ASL","Regular","Undergraduate","Undergraduate","0","1","1","Lower Division","Upper Division",15,0.333333333,3,"2018","200 level course","Special Education & Clinical Sciences"
"2016-17","2017",201602,"Winter",26973,"S","I","FHS","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",6,0.133333333,6,"2017","400 level course","Counseling Psychology & Human Services"
"2013-14","2014",201302,"Winter",23570,"E","I","FHS","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",4,0.088888889,4,"2014","400 level course","Counseling Psychology & Human Services"
"2016-17","2017",201603,"Fall",16478,"S","I","EDLD","Self-Support","Graduate","Graduate","1","1","1","600/700","Masters",15,0.416666667,6,"2016","600 level course","Educational Methodology, Policy, & Leadership"
"2015-16","2016",201502,"Winter",26417,"E","B","EDLD","Self-Support","Graduate","Graduate","0","0","0","600/700","Masters",73,2,20,"2016","600 level course","Educational Methodology, Policy, & Leadership"
"2019-20","2020",201902,"Fall",17215,"L","I","EDLD","Self-Support","Graduate","Graduate","0","0","0","600/700","Masters",4,0.111111111,4,"2019","600 level course","Educational Methodology, Policy, & Leadership"
"2017-18","2018",201703,"Fall",11788,"L","I","CPSY","Regular","Graduate","Graduate","1","1","1","600/700","Masters",33,0.916666667,9,"2017","600 level course","Counseling Psychology & Human Services"
"2017-18","2018",201701,"Spring",31642,"L","I","CPSY","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",15,0.333333333,8,"2018","400 level course","Counseling Psychology & Human Services"
"2016-17","2017",201601,"Winter",22404,"S","I","FHS","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",5,0.111111111,5,"2017","400 level course","Counseling Psychology & Human Services"
"2014-15","2015",201401,"Fall",12412,"U","V","FHS","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",6,0.133333333,2,"2014","400 level course","Counseling Psychology & Human Services"
"2013-14","2014",201303,"Spring",38145,"L","I","SPSY","Regular","Graduate","Graduate","1","1","1","600/700","Doctoral",16,0.592592593,4,"2014","600 level course","Special Education & Clinical Sciences"
"2013-14","2014",201303,"Winter",27922,"L","I","SAPP","Self-Support","Undergraduate","Undergraduate","0","1","1","Upper Division","Lower Division",1,0.0222222,1,"2014","400 level course","Substance Abuse Prevention Pgm"
"2015-16","2016",201501,"Fall",15690,"U","V","SPED","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",4,0.088888889,1,"2015","400 level course","Special Education & Clinical Sciences"
"2019-20","2020",201901,"Winter",27095,"U","Z","EDLD","Regular","Graduate","Graduate","0","0","0","600/700","Masters",3,0.083333333,1,"2020","600 level course","Educational Methodology, Policy, & Leadership"
"2013-14","2014",201302,"Spring",39459,"U","V","SAPP","Self-Support","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",1,0.0222222,1,"2014","400 level course","Substance Abuse Prevention Pgm"
"2015-16","2016",201502,"Fall",15726,"E","I","SPED","Regular","Graduate","Graduate","1","1","1","600/700","Masters",9,0.25,1,"2015","600 level course","Special Education & Clinical Sciences"
"2017-18","2018",201703,"Spring",31198,"L","I","CDS","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",1,0.0222222,1,"2018","400 level course","Special Education & Clinical Sciences"
"2013-14","2014",201302,"Winter",23573,"L","I","FHS","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",44,0.977777778,13,"2014","400 level course","Counseling Psychology & Human Services"
"2015-16","2016",201503,"Fall",16174,"S","I","SAPP","Self-Support","Graduate","Graduate","0","0","0","500","Masters",3,0.083333333,1,"2015","500 level course","Substance Abuse Prevention Pgm"
"2018-19","2019",201802,"Fall",11748,"L","I","CPSY","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",57,1.266666667,17,"2018","200 level course","Counseling Psychology & Human Services"
"2014-15","2015",201402,"Fall",12121,"L","I","EDST","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",116,2.555555556,29,"2014","200 level course","Education Studies"
"2014-15","2015",201401,"Spring",36471,"S","I","SAPP","Self-Support","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",21,0.466666667,7,"2015","400 level course","Substance Abuse Prevention Pgm"
"2015-16","2016",201501,"Winter",25733,"L","I","SPSY","Regular","Graduate","Graduate","1","1","1","600/700","Doctoral",21,0.777777778,7,"2016","600 level course","Special Education & Clinical Sciences"
"2013-14","2014",201303,"Spring",34856,"E","I","FHS","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",1,0.0222222,1,"2014","400 level course","Counseling Psychology & Human Services"
"2019-20","2020",201902,"Winter",22173,"L","I","EDST","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",42,0.933333333,21,"2020","400 level course","Education Studies"
"2016-17","2017",201603,"Winter",26970,"S","I","FHS","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",5,0.111111111,5,"2017","400 level course","Counseling Psychology & Human Services"
"2013-14","2015",201304,"Summer",47906,"U","V","SAPP","Self-Support","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",14,0.311111111,15,"2014","400 level course","Substance Abuse Prevention Pgm"
"2015-16","2017",201504,"Summer",40756,"L","I","EDST","Regular","Graduate","Graduate","1","1","1","600/700","Masters",72,2,18,"2016","600 level course","Education Studies"
"2018-19","2019",201802,"Spring",31939,"I","I","EDST","Regular","Graduate","Graduate","1","1","1","600/700","Masters",2,0.0555556,1,"2019","600 level course","Education Studies"
"2019-20","2020",201901,"Fall",15706,"U","V","SPED","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",108,2.4,35,"2019","400 level course","Special Education & Clinical Sciences"
"2015-16","2016",201501,"Winter",27522,"L","I","SPSY","Regular","Graduate","Graduate","0","1","1","600/700","Masters",8,0.222222222,4,"2016","600 level course","Special Education & Clinical Sciences"
"2016-17","2017",201601,"Winter",26226,"L","I","EDUC","Regular","Graduate","Graduate","0","1","1","600/700","Doctoral",8,0.296296296,2,"2017","600 level course","Education Studies"
"2016-17","2017",201601,"Spring",32256,"L","I","FHS","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",3,0.066666667,1,"2017","400 level course","Counseling Psychology & Human Services"
"2018-19","2020",201804,"Summer",40736,"E","I","EDLD","Self-Support","Graduate","Graduate","1","1","1","600/700","Masters",3,0.083333333,1,"2019","600 level course","Educational Methodology, Policy, & Leadership"
"2018-19","2019",201803,"Winter",22447,"L","I","CPSY","Regular","Graduate","Graduate","0","1","1","600/700","Masters",42,1.166666667,14,"2019","600 level course","Counseling Psychology & Human Services"
"2014-15","2015",201403,"Fall",12173,"L","I","EDUC","Regular","Graduate","Graduate","0","0","0","600/700","Doctoral",6,0.222222222,2,"2014","600 level course","Education Studies"
"2015-16","2016",201502,"Fall",16744,"L","B","EDLD","Self-Support","Graduate","Graduate","0","0","0","600/700","Masters",16,0.444444444,4,"2015","600 level course","Educational Methodology, Policy, & Leadership"
"2014-15","2016",201404,"Summer",42047,"U","V","SPED","Regular","Graduate","Graduate","1","1","1","500","Masters",8,0.222222222,1,"2015","500 level course","Special Education & Clinical Sciences"
"2015-16","2016",201502,"Winter",26885,"S","I","SAPP","Self-Support","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",21,0.466666667,7,"2016","400 level course","Substance Abuse Prevention Pgm"
"2015-16","2016",201501,"Winter",26897,"S","I","SAPP","Self-Support","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",3,0.066666667,1,"2016","400 level course","Substance Abuse Prevention Pgm"
"2019-20","2020",201902,"Fall",12064,"L","I","EDST","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",69,1.533333333,16,"2019","400 level course","Education Studies"
"2015-16","2016",201503,"Winter",26873,"S","I","SAPP","Self-Support","Undergraduate","Undergraduate","0","1","1","Upper Division","Lower Division",3,0.066666667,1,"2016","400 level course","Substance Abuse Prevention Pgm"
"2018-19","2019",201802,"Winter",26366,"L","I","SPED","Regular","Graduate","Graduate","1","1","1","600/700","Masters",13,0.361111111,13,"2019","600 level course","Special Education & Clinical Sciences"
"2017-18","2018",201702,"Winter",26195,"S","I","SPED","Regular","Graduate","Graduate","1","1","1","600/700","Doctoral",11,0.407407407,11,"2018","600 level course","Special Education & Clinical Sciences"
"2015-16","2017",201504,"Summer",42394,"S","I","CFT","Regular","Graduate","Graduate","1","1","1","600/700","Masters",5,0.138888889,1,"2016","600 level course","Counseling Psychology & Human Services"
"2017-18","2018",201701,"Winter",26198,"S","I","SPED","Regular","Graduate","Graduate","1","1","1","600/700","Doctoral",20,0.740740741,7,"2018","600 level course","Special Education & Clinical Sciences"
"2016-17","2017",201601,"Spring",36161,"S","I","SAPP","Self-Support","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",12,0.266666667,4,"2017","400 level course","Substance Abuse Prevention Pgm"
"2015-16","2016",201503,"Spring",36985,"L","I","EDUC","Regular","Graduate","Graduate","0","1","1","600/700","Doctoral",32,1.185185185,8,"2016","600 level course","Education Studies"
"2016-17","2017",201603,"Fall",11679,"L","I","CPSY","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",6,0.133333333,6,"2016","400 level course","Counseling Psychology & Human Services"
"2013-14","2014",201302,"Winter",23305,"L","I","EDST","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",28,0.622222222,29,"2014","400 level course","Education Studies"
"2013-14","2014",201303,"Spring",34813,"L","I","FHS","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",12,0.266666667,3,"2014","200 level course","Counseling Psychology & Human Services"
"2017-18","2018",201703,"Fall",17094,"L","I","EDLD","Regular","Graduate","Graduate","1","1","1","600/700","Doctoral",12,0.444444444,3,"2017","600 level course","Educational Methodology, Policy, & Leadership"
"2018-19","2019",201801,"Spring",35695,"U","V","EDLD","Regular","Graduate","Graduate","0","1","1","600/700","Doctoral",6,0.222222222,2,"2019","600 level course","Educational Methodology, Policy, & Leadership"
"2018-19","2019",201801,"Fall",15694,"N","I","SPED","Regular","Graduate","Graduate","1","1","1","600/700","Masters",24,0.666666667,8,"2018","600 level course","Special Education & Clinical Sciences"
"2015-16","2016",201503,"Spring",36142,"L","I","SPED","Regular","Graduate","Graduate","1","1","1","500","Masters",6,0.166666667,2,"2016","500 level course","Special Education & Clinical Sciences"
"2015-16","2016",201503,"Winter",22083,"U","V","EDUC","Regular","Graduate","Graduate","0","0","0","600/700","Doctoral",24,0.888888889,6,"2016","600 level course","Education Studies"
"2014-15","2015",201402,"Fall",10952,"L","I","ASL","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",65,1.444444444,13,"2014","100 level course","Special Education & Clinical Sciences"
"2014-15","2015",201402,"Winter",25612,"U","V","SPED","Regular","Graduate","Graduate","0","1","1","500","Masters",32,0.861111111,9,"2015","500 level course","Special Education & Clinical Sciences"
"2018-19","2019",201801,"Winter",27962,"U","V","EDUC","Regular","Graduate","Graduate","0","1","1","600/700","Masters",18,0.5,5,"2019","600 level course","Education Studies"
"2019-20","2020",201901,"Winter",25677,"E","I","SPED","Regular","Graduate","Graduate","1","1","1","600/700","Masters",2,0.0555556,2,"2020","600 level course","Special Education & Clinical Sciences"
"2019-20","2020",201902,"Fall",12029,"L","I","EDLD","Regular","Graduate","Graduate","0","0","0","600/700","Masters",4,0.111111111,1,"2019","600 level course","Educational Methodology, Policy, & Leadership"
"2015-16","2016",201502,"Winter",21283,"N","I","CDS","Regular","Graduate","Graduate","1","1","1","600/700","Doctoral",11,0.407407407,2,"2016","600 level course","Special Education & Clinical Sciences"
"2013-14","2014",201302,"Winter",22923,"S","I","CPSY","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Lower Division",3,0.066666667,1,"2014","400 level course","Counseling Psychology & Human Services"
"2013-14","2014",201303,"Winter",23280,"L","I","EDST","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",24,0.533333333,6,"2014","100 level course","Education Studies"
"2014-15","2015",201402,"Fall",12362,"E","I","FHS","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",1,0.0222222,1,"2014","400 level course","Counseling Psychology & Human Services"
"2014-15","2015",201401,"Fall",16562,"L","I","SAPP","Self-Support","Undergraduate","Undergraduate","0","1","1","Upper Division","Lower Division",4,0.088888889,4,"2014","400 level course","Substance Abuse Prevention Pgm"
"2015-16","2016",201501,"Fall",15683,"E","I","SPED","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",5,0.111111111,5,"2015","400 level course","Special Education & Clinical Sciences"
"2016-17","2017",201602,"Fall",12000,"L","I","EDST","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",140,3.111111111,35,"2016","100 level course","Education Studies"
"2014-15","2015",201402,"Winter",22285,"L","I","FHS","Regular","Undergraduate","Undergraduate","0","1","1","Lower Division","Upper Division",8,0.177777778,2,"2015","200 level course","Counseling Psychology & Human Services"
"2015-16","2016",201503,"Winter",22390,"L","I","FHS","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",224,4.977777778,56,"2016","200 level course","Counseling Psychology & Human Services"
"2016-17","2017",201601,"Spring",35496,"L","I","SPED","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",6,0.133333333,2,"2017","400 level course","Special Education & Clinical Sciences"
"2017-18","2018",201703,"Spring",31958,"L","I","EDST","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",4,0.088888889,1,"2018","200 level course","Education Studies"
"2016-17","2018",201604,"Summer",42206,"U","V","SAPP","Self-Support","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",26,0.577777778,30,"2017","400 level course","Substance Abuse Prevention Pgm"
"2017-18","2018",201703,"Fall",15697,"E","I","SPED","Regular","Graduate","Graduate","1","1","1","600/700","Masters",4,0.111111111,2,"2017","600 level course","Special Education & Clinical Sciences"
"2014-15","2015",201402,"Spring",35661,"N","I","SPSY","Regular","Graduate","Graduate","1","1","1","600/700","Doctoral",1,0.037037,1,"2015","600 level course","Special Education & Clinical Sciences"
"2018-19","2020",201804,"Summer",40717,"I","I","CFT","Regular","Graduate","Graduate","1","1","1","600/700","Masters",11,0.305555556,5,"2019","600 level course","Counseling Psychology & Human Services"
"2013-14","2014",201302,"Spring",34584,"L","I","EDST","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",64,1.422222222,15,"2014","100 level course","Education Studies"
"2015-16","2016",201501,"Fall",15736,"E","I","SPED","Regular","Graduate","Graduate","1","1","1","600/700","Masters",42,1.166666667,14,"2015","600 level course","Special Education & Clinical Sciences"
"2015-16","2016",201503,"Fall",17397,"L","S","EDLD","Self-Support","Graduate","Graduate","0","0","0","600/700","Masters",4,0.111111111,4,"2015","600 level course","Educational Methodology, Policy, & Leadership"
"2018-19","2019",201803,"Winter",21639,"L","I","ASL","Regular","Undergraduate","Undergraduate","0","1","1","Lower Division","Upper Division",12,0.266666667,3,"2019","200 level course","Special Education & Clinical Sciences"
"2013-14","2014",201303,"Spring",39886,"I","E","CPSY","Self-Support","Graduate","Graduate","0","1","1","600/700","Doctoral",4,0.148148148,2,"2014","600 level course","Counseling Psychology & Human Services"
"2017-18","2018",201703,"Fall",12280,"U","V","FHS","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",1,0.0222222,1,"2017","300 level course","Counseling Psychology & Human Services"
"2015-16","2016",201503,"Spring",32022,"L","E","EDST","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",1,0.0222222,1,"2016","400 level course","Education Studies"
"2013-14","2014",201302,"Winter",27608,"L","I","EDST","Regular","Graduate","Graduate","0","0","0","600/700","Doctoral",4,0.148148148,1,"2014","600 level course","Education Studies"
"2017-18","2019",201704,"Summer",40307,"U","V","ASL","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",104,2.311111111,27,"2018","200 level course","Special Education & Clinical Sciences"
"2017-18","2018",201703,"Winter",27073,"S","I","FHS","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",1,0.0222222,1,"2018","400 level course","Counseling Psychology & Human Services"
"2014-15","2015",201403,"Fall",12353,"L","I","FHS","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",292,6.466666667,92,"2014","400 level course","Counseling Psychology & Human Services"
"2019-20","2020",201902,"Fall",10842,"L","I","ASL","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",32,0.711111111,8,"2019","100 level course","Special Education & Clinical Sciences"
"2016-17","2017",201603,"Winter",22440,"L","I","FHS","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",24,0.533333333,11,"2017","300 level course","Counseling Psychology & Human Services"
"2015-16","2017",201504,"Summer",42189,"U","V","EDLD","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",4,0.088888889,1,"2016","400 level course","Educational Methodology, Policy, & Leadership"
"2017-18","2018",201702,"Spring",35438,"S","I","SPED","Regular","Graduate","Graduate","1","1","1","600/700","Doctoral",10,0.37037037,11,"2018","600 level course","Special Education & Clinical Sciences"
"2013-14","2014",201302,"Winter",22169,"E","I","EDST","Regular","Graduate","Graduate","1","1","1","600/700","Doctoral",1,0.037037,1,"2014","600 level course","Education Studies"
"2013-14","2015",201304,"Summer",47900,"U","V","SAPP","Self-Support","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",6,0.133333333,2,"2014","400 level course","Substance Abuse Prevention Pgm"
"2013-14","2014",201303,"Spring",39049,"U","V","SAPP","Self-Support","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",9,0.2,3,"2014","400 level course","Substance Abuse Prevention Pgm"
"2014-15","2016",201404,"Summer",40777,"I","I","EDST","Regular","Graduate","Graduate","0","0","0","600/700","Masters",3,0.083333333,1,"2015","600 level course","Education Studies"
"2016-17","2017",201602,"Fall",15646,"E","I","SPED","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Lower Division",1,0.0222222,1,"2016","400 level course","Special Education & Clinical Sciences"
"2013-14","2014",201302,"Spring",34827,"S","I","FHS","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Lower Division",3,0.066666667,1,"2014","400 level course","Counseling Psychology & Human Services"
"2013-14","2014",201303,"Spring",39080,"L","I","SAPP","Self-Support","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",1,0.0222222,1,"2014","400 level course","Substance Abuse Prevention Pgm"
"2018-19","2019",201802,"Spring",31632,"E","I","CPSY","Regular","Graduate","Graduate","0","1","1","600/700","Doctoral",16,0.592592593,5,"2019","600 level course","Counseling Psychology & Human Services"
"2019-20","2020",201902,"Fall",12272,"L","I","FHS","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",56,1.244444444,14,"2019","200 level course","Counseling Psychology & Human Services"
"2014-15","2015",201402,"Winter",26692,"S","I","SAPP","Self-Support","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",54,1.2,27,"2015","400 level course","Substance Abuse Prevention Pgm"
"2016-17","2017",201603,"Spring",32220,"S","I","FHS","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",2,0.0444444,1,"2017","400 level course","Counseling Psychology & Human Services"
"2015-16","2016",201501,"Fall",12253,"L","I","FHS","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",80,1.777777778,20,"2015","200 level course","Counseling Psychology & Human Services"
"2017-18","2018",201703,"Winter",27891,"L","I","EDST","Regular","Graduate","Graduate","0","1","1","500","Doctoral",4,0.148148148,1,"2018","500 level course","Education Studies"
"2019-20","2020",201901,"Fall",11233,"E","I","CDS","Regular","Graduate","Graduate","1","1","1","600/700","Doctoral",3,0.111111111,1,"2019","600 level course","Special Education & Clinical Sciences"
"2016-17","2017",201603,"Spring",31969,"E","E","EDLD","Self-Support","Graduate","Graduate","0","0","0","600/700","Masters",42,1.138888889,18,"2017","600 level course","Educational Methodology, Policy, & Leadership"
"2019-20","2020",201901,"Fall",11245,"S","I","CDS","Regular","Graduate","Graduate","1","1","1","600/700","Masters",112,3.111111111,35,"2019","600 level course","Special Education & Clinical Sciences"
"2013-14","2015",201304,"Summer",48192,"U","V","EDLD","Self-Support","Graduate","Graduate","0","0","0","600/700","Masters",119,3.277777778,32,"2014","600 level course","Educational Methodology, Policy, & Leadership"
"2014-15","2015",201402,"Fall",12395,"S","I","FHS","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",10,0.222222222,5,"2014","400 level course","Counseling Psychology & Human Services"
"2016-17","2017",201603,"Spring",31993,"L","I","EDST","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",27,0.6,5,"2017","400 level course","Education Studies"
"2016-17","2017",201603,"Spring",32244,"E","I","FHS","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Lower Division",4,0.088888889,2,"2017","400 level course","Counseling Psychology & Human Services"
"2017-18","2018",201701,"Winter",22693,"L","I","EDST","Regular","Graduate","Graduate","1","1","1","500","Masters",4,0.111111111,1,"2018","500 level course","Education Studies"
"2014-15","2015",201402,"Winter",26682,"S","I","SAPP","Self-Support","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",3,0.066666667,1,"2015","400 level course","Substance Abuse Prevention Pgm"
"2014-15","2015",201401,"Spring",36646,"S","I","SAPP","Self-Support","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",9,0.2,9,"2015","400 level course","Substance Abuse Prevention Pgm"
"2013-14","2014",201303,"Winter",28702,"L","E","SPED","Self-Support","Graduate","Graduate","0","0","0","600/700","Masters",10,0.277777778,10,"2014","600 level course","Special Education & Clinical Sciences"
"2015-16","2016",201503,"Fall",16948,"E","I","SPSY","Regular","Graduate","Graduate","1","1","1","600/700","Masters",3,0.083333333,3,"2015","600 level course","Special Education & Clinical Sciences"
"2014-15","2015",201403,"Fall",12132,"L","I","EDST","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",3,0.066666667,1,"2014","400 level course","Education Studies"
"2013-14","2014",201303,"Winter",27964,"S","B","EDLD","Self-Support","Graduate","Graduate","1","1","1","600/700","Doctoral",2,0.074074074,3,"2014","600 level course","Educational Methodology, Policy, & Leadership"
"2016-17","2017",201601,"Spring",35489,"E","I","SPED","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",1,0.0222222,1,"2017","400 level course","Special Education & Clinical Sciences"
"2019-20","2020",201902,"Winter",22167,"L","I","EDST","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",348,7.711111111,88,"2020","400 level course","Education Studies"
"2018-19","2019",201803,"Winter",22765,"L","I","EDUC","Regular","Graduate","Graduate","0","1","1","600/700","Masters",12,0.333333333,3,"2019","600 level course","Education Studies"
"2014-15","2016",201404,"Summer",40486,"S","I","CDS","Regular","Graduate","Graduate","1","1","1","600/700","Masters",74,2.083333333,27,"2015","600 level course","Special Education & Clinical Sciences"
"2016-17","2018",201604,"Summer",42010,"U","V","SPED","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",75,1.666666667,22,"2017","400 level course","Special Education & Clinical Sciences"
"2019-20","2020",201901,"Winter",21087,"L","I","ASL","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",5,0.111111111,1,"2020","100 level course","Special Education & Clinical Sciences"
"2016-17","2017",201601,"Fall",11213,"N","I","CDS","Regular","Graduate","Graduate","1","1","1","600/700","Doctoral",3,0.111111111,1,"2016","600 level course","Special Education & Clinical Sciences"
"2013-14","2014",201302,"Winter",23325,"L","I","EDST","Regular","Graduate","Graduate","0","0","0","600/700","Doctoral",28,1.037037037,7,"2014","600 level course","Education Studies"
"2014-15","2015",201401,"Winter",22016,"L","I","EDST","Regular","Graduate","Graduate","1","1","1","600/700","Masters",116,3.222222222,30,"2015","600 level course","Education Studies"
"2013-14","2014",201302,"Winter",22165,"L","I","ASL","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",20,0.444444444,4,"2014","100 level course","Special Education & Clinical Sciences"
"2017-18","2019",201704,"Summer",40307,"U","V","EDLD","Regular","Graduate","Graduate","1","1","1","600/700","Doctoral",20,0.740740741,7,"2018","600 level course","Educational Methodology, Policy, & Leadership"
"2017-18","2018",201703,"Fall",12345,"U","V","FHS","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",2,0.0444444,2,"2017","400 level course","Counseling Psychology & Human Services"
"2016-17","2017",201601,"Winter",22136,"L","I","EDLD","Regular","Graduate","Graduate","1","1","1","600/700","Masters",4,0.111111111,1,"2017","600 level course","Educational Methodology, Policy, & Leadership"
"2019-20","2020",201901,"Fall",11255,"E","I","CFT","Regular","Graduate","Graduate","1","1","1","600/700","Masters",28,0.777777778,7,"2019","600 level course","Counseling Psychology & Human Services"
"2015-16","2016",201503,"Spring",35644,"L","I","SPSY","Regular","Graduate","Graduate","1","1","1","600/700","Masters",16,0.444444444,4,"2016","600 level course","Special Education & Clinical Sciences"
"2014-15","2015",201401,"Spring",35664,"E","I","SPSY","Regular","Graduate","Graduate","1","1","1","600/700","Masters",1,0.0277778,1,"2015","600 level course","Special Education & Clinical Sciences"
"2017-18","2018",201701,"Spring",30871,"L","I","ASL","Regular","Undergraduate","Undergraduate","0","1","1","Lower Division","Lower Division",4,0.088888889,1,"2018","200 level course","Special Education & Clinical Sciences"
"2013-14","2014",201302,"Winter",23576,"L","I","FHS","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",156,3.533333333,50,"2014","400 level course","Counseling Psychology & Human Services"
"2015-16","2016",201501,"Fall",12277,"S","I","FHS","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",1,0.0222222,1,"2015","400 level course","Counseling Psychology & Human Services"
"2013-14","2015",201304,"Summer",46358,"S","I","EDST","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",24,0.533333333,10,"2014","400 level course","Education Studies"
"2013-14","2014",201303,"Spring",38068,"S","I","SPED","Regular","Graduate","Graduate","1","1","1","600/700","Doctoral",5,0.185185185,3,"2014","600 level course","Special Education & Clinical Sciences"
"2014-15","2015",201403,"Fall",17247,"S","I","CDS","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",2,0.0444444,1,"2014","400 level course","Special Education & Clinical Sciences"
"2014-15","2015",201403,"Fall",11782,"L","I","CPSY","Regular","Graduate","Graduate","1","1","1","600/700","Doctoral",24,0.888888889,8,"2014","600 level course","Counseling Psychology & Human Services"
"2016-17","2017",201603,"Fall",12034,"L","I","EDST","Regular","Graduate","Graduate","1","1","1","600/700","Doctoral",5,0.185185185,1,"2016","600 level course","Education Studies"
"2015-16","2017",201504,"Summer",42301,"L","I","SAPP","Self-Support","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",8,0.177777778,4,"2016","400 level course","Substance Abuse Prevention Pgm"
"2017-18","2018",201703,"Winter",22348,"L","I","CPSY","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",3,0.066666667,1,"2018","400 level course","Counseling Psychology & Human Services"
