"academic_year","fiscal_year","sort_term","term","crn","type","location","credit_subject","credit_type","student_level","course_level","same_dept_flag","same_college_flag","same_college_flag_cas","course_level_detail","student_level_detail","credit","fte","headcount","year","course_number_cat","department"
"2014-15","2016",201404,"Summer",40605,"L","I","Computer Information Technology","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",8,0.177777778,2,"2015","200 level course","Computer & Information Science"
"2017-18","2018",201703,"Winter",26909,"L","I","African Studies","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",12,0.266666667,3,"2018","200 level course","International Studies"
"2014-15","2015",201402,"Winter",23274,"L","I","Judaic Studies","Regular","Undergraduate","Undergraduate","0","0","1","Upper Division","Lower Division",16,0.355555556,4,"2015","300 level course","Judaic Studies"
"2016-17","2017",201601,"Winter",27361,"L","I","Asian Studies","Regular","Undergraduate","Undergraduate","0","1","1","Lower Division","Upper Division",8,0.177777778,2,"2017","100 level course","Asian Studies"
"2017-18","2018",201703,"Spring",33088,"L","I","Judaic Studies","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",4,0.088888889,1,"2018","200 level course","Judaic Studies"
"2016-17","2017",201602,"Fall",10849,"S","I","Asian Studies","Regular","Graduate","Graduate","1","1","1","600/700","Masters",1,0.0277778,2,"2016","600 level course","Asian Studies"
"2014-15","2015",201401,"Winter",22612,"L","I","Hebrew","Regular","Graduate","Undergraduate","0","1","1","Lower Division","Doctoral",5,0.148148148,1,"2015","100 level course","Judaic Studies"
"2016-17","2017",201602,"Winter",22775,"L","I","Hebrew","Regular","Undergraduate","Undergraduate","0","0","1","Lower Division","Lower Division",4,0.088888889,1,"2017","100 level course","Judaic Studies"
"2019-20","2020",201901,"Winter",20446,"I","I","Asian Studies","Regular","Graduate","Graduate","1","1","1","500","Masters",18,0.5,4,"2020","500 level course","Asian Studies"
"2017-18","2018",201703,"Spring",32523,"L","I","Hebrew","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",5,0.111111111,1,"2018","100 level course","Judaic Studies"
"2015-16","2016",201502,"Fall",12718,"L","I","Hebrew","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Lower Division",8,0.177777778,2,"2015","300 level course","Judaic Studies"
"2014-15","2015",201403,"Fall",12826,"L","I","Hebrew","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",28,0.622222222,7,"2014","100 level course","Judaic Studies"
"2015-16","2016",201502,"Winter",21671,"L","I","Computer Information Technology","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",116,3.111111111,28,"2016","300 level course","Computer & Information Science"
"2018-19","2019",201801,"Spring",31544,"L","I","Computer Information Technology","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",148,3.288888889,41,"2019","200 level course","Computer & Information Science"
"2015-16","2016",201502,"Spring",31586,"L","I","Computer Information Technology","Regular","Undergraduate","Undergraduate","0","0","1","Upper Division","Upper Division",52,1.155555556,13,"2016","300 level course","Computer & Information Science"
"2019-20","2020",201902,"Winter",21849,"L","I","Computer Information Technology","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",4,0.088888889,1,"2020","300 level course","Computer & Information Science"
"2018-19","2019",201802,"Spring",31544,"L","I","Computer Information Technology","Regular","Undergraduate","Undergraduate","0","0","1","Upper Division","Lower Division",8,0.177777778,2,"2019","300 level course","Computer & Information Science"
"2019-20","2020",201902,"Winter",22738,"L","I","Greek","Regular","Undergraduate","Undergraduate","0","0","1","Upper Division","Upper Division",4,0.088888889,1,"2020","400 level course","Classics"
"2017-18","2018",201703,"Winter",26909,"L","I","Judaic Studies","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",12,0.266666667,3,"2018","200 level course","Judaic Studies"
"2018-19","2019",201803,"Winter",21632,"I","I","Asian Studies","Regular","Graduate","Graduate","1","1","1","500","Masters",9,0.277777778,2,"2019","500 level course","Asian Studies"
"2014-15","2015",201402,"Spring",32605,"L","I","Greek","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",24,0.611111111,6,"2015","300 level course","Classics"
"2014-15","2015",201401,"Fall",16858,"L","I","Humanities","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",16,0.355555556,4,"2014","400 level course","Humanities Program"
"2015-16","2016",201502,"Winter",26020,"L","I","Humanities","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",56,1.244444444,14,"2016","200 level course","Humanities Program"
"2018-19","2019",201802,"Fall",12760,"L","I","Greek","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",4,0.088888889,1,"2018","400 level course","Classics"
"2013-14","2014",201302,"Spring",34162,"L","I","Computer Information Technology","Regular","Graduate","Undergraduate","0","0","1","Upper Division","Masters",4,0.111111111,1,"2014","300 level course","Computer & Information Science"
"2019-20","2020",201902,"Winter",25994,"L","I","Judaic Studies","Regular","Undergraduate","Undergraduate","0","0","1","Lower Division","Lower Division",36,0.8,9,"2020","200 level course","Judaic Studies"
"2015-16","2016",201502,"Winter",22717,"L","I","Greek","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",4,0.088888889,1,"2016","400 level course","Classics"
"2014-15","2015",201402,"Fall",12824,"L","I","Greek","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",20,0.444444444,4,"2014","100 level course","Classics"
"2014-15","2015",201403,"Fall",13486,"L","I","Judaic Studies","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",4,0.088888889,1,"2014","300 level course","Judaic Studies"
"2017-18","2018",201702,"Spring",31560,"L","I","Computer Information Technology","Regular","Undergraduate","Undergraduate","0","0","1","Lower Division","Lower Division",4,0.088888889,1,"2018","200 level course","Computer & Information Science"
"2016-17","2017",201601,"Fall",12703,"L","I","Hebrew","Regular","Undergraduate","Undergraduate","0","0","1","Lower Division","Lower Division",16,0.355555556,4,"2016","100 level course","Judaic Studies"
"2016-17","2017",201602,"Spring",30865,"I","I","Russian & East European Studies","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",2,0.0444444,1,"2017","400 level course","Russian, East European, & Eurasian Studies"
"2018-19","2019",201801,"Fall",12760,"L","I","Greek","Regular","Undergraduate","Undergraduate","0","0","1","Upper Division","Upper Division",4,0.088888889,1,"2018","400 level course","Classics"
"2018-19","2019",201802,"Fall",12760,"N","I","Greek","Regular","Graduate","Graduate","1","1","1","600/700","Masters",5,0.138888889,5,"2018","600 level course","Classics"
"2015-16","2016",201502,"Fall",12708,"L","I","Greek","Regular","Graduate","Undergraduate","0","1","1","Lower Division","Masters",4,0.111111111,1,"2015","100 level course","Classics"
"2016-17","2017",201601,"Fall",12702,"L","I","Greek","Regular","Graduate","Undergraduate","0","1","1","Lower Division","Doctoral",4,0.185185185,1,"2016","100 level course","Classics"
"2016-17","2017",201602,"Spring",30865,"S","I","Asian Studies","Regular","Undergraduate","Undergraduate","0","0","1","Upper Division","Upper Division",36,0.8,9,"2017","300 level course","Asian Studies"
"2018-19","2019",201803,"Fall",10925,"L","I","Asian Studies","Regular","Graduate","Graduate","0","0","1","500","Doctoral",1,0.0277778,1,"2018","500 level course","Asian Studies"
"2015-16","2016",201503,"Winter",22714,"L","I","Greek","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",4,0.088888889,1,"2016","400 level course","Classics"
"2018-19","2019",201802,"Winter",23342,"L","I","Hebrew","Regular","Graduate","Undergraduate","1","1","1","Upper Division","Masters",4,0.111111111,1,"2019","300 level course","Judaic Studies"
"2014-15","2015",201403,"Winter",21570,"L","I","Computer Information Technology","Regular","Undergraduate","Undergraduate","0","0","1","Upper Division","Upper Division",88,1.866666667,19,"2015","300 level course","Computer & Information Science"
"2015-16","2016",201503,"Winter",22721,"L","I","Hebrew","Regular","Undergraduate","Undergraduate","0","0","1","Lower Division","Lower Division",4,0.088888889,1,"2016","100 level course","Judaic Studies"
"2016-17","2017",201603,"Fall",13337,"L","I","Judaic Studies","Regular","Undergraduate","Undergraduate","0","0","1","Upper Division","Upper Division",12,0.266666667,3,"2016","300 level course","Judaic Studies"
"2015-16","2016",201503,"Spring",33225,"L","I","Judaic Studies","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",4,0.088888889,1,"2016","200 level course","Judaic Studies"
"2017-18","2018",201701,"Spring",32515,"L","I","Greek","Regular","Graduate","Undergraduate","0","1","1","Upper Division","Masters",4,0.111111111,1,"2018","400 level course","Classics"
"2018-19","2019",201802,"Winter",27282,"S","I","Asian Studies","Regular","Graduate","Graduate","0","1","1","600/700","Masters",3,0.083333333,1,"2019","600 level course","Asian Studies"
"2017-18","2018",201702,"Spring",32518,"L","I","Greek","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",4,0.088888889,1,"2018","400 level course","Classics"
"2014-15","2015",201402,"Spring",30807,"S","I","Asian Studies","Regular","Undergraduate","Undergraduate","0","0","1","Upper Division","Lower Division",8,0.177777778,2,"2015","300 level course","Asian Studies"
"2018-19","2019",201802,"Winter",23334,"L","I","Greek","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",4,0.088888889,1,"2019","300 level course","Classics"
"2018-19","2019",201802,"Spring",30164,"L","I","Greek","Regular","Graduate","Undergraduate","0","0","0","Lower Division","Masters",4,0.111111111,1,"2019","100 level course","Classics"
"2016-17","2017",201603,"Fall",10849,"S","I","Asian Studies","Regular","Graduate","Graduate","0","0","0","600/700","Masters",1,0.037037,5,"2016","600 level course","Asian Studies"
"2016-17","2017",201603,"Fall",13337,"L","I","Judaic Studies","Regular","Undergraduate","Undergraduate","0","0","1","Upper Division","Upper Division",8,0.177777778,2,"2016","300 level course","Judaic Studies"
"2016-17","2017",201601,"Winter",22775,"L","I","Hebrew","Regular","Graduate","Undergraduate","0","0","0","Upper Division","Masters",4,0.111111111,1,"2017","300 level course","Judaic Studies"
"2016-17","2017",201603,"Winter",26363,"L","I","Russian & East European Studies","Regular","Graduate","Graduate","1","1","1","500","Masters",4,0.111111111,2,"2017","500 level course","Russian, East European, & Eurasian Studies"
"2015-16","2016",201503,"Winter",27383,"L","I","Asian Studies","Regular","Undergraduate","Undergraduate","0","0","1","Upper Division","Upper Division",12,0.266666667,3,"2016","400 level course","Asian Studies"
"2017-18","2018",201702,"Fall",11703,"L","I","Computer Information Technology","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",64,1.511111111,18,"2017","300 level course","Computer & Information Science"
"2019-20","2020",201902,"Winter",22986,"L","I","Russian & East European Studies","Regular","Undergraduate","Undergraduate","0","0","1","Upper Division","Upper Division",40,0.888888889,10,"2020","300 level course","Russian, East European, & Eurasian Studies"
"2018-19","2019",201802,"Spring",36306,"S","I","Asian Studies","Regular","Graduate","Graduate","0","1","1","500","Doctoral",3,0.148148148,1,"2019","500 level course","Asian Studies"
"2013-14","2014",201303,"Winter",24531,"N","I","Judaic Studies","Regular","Undergraduate","Undergraduate","0","0","1","Upper Division","Upper Division",5,0.111111111,1,"2014","400 level course","Judaic Studies"
"2019-20","2020",201901,"Winter",21084,"I","I","Asian Studies","Regular","Graduate","Graduate","1","1","1","600/700","Masters",4,0.111111111,1,"2020","600 level course","Asian Studies"
"2018-19","2019",201801,"Spring",31544,"L","I","Computer Information Technology","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",116,2.666666667,31,"2019","200 level course","Computer & Information Science"
"2016-17","2017",201603,"Spring",35969,"L","I","Judaic Studies","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",16,0.355555556,4,"2017","300 level course","Judaic Studies"
"2018-19","2019",201801,"Fall",10925,"L","I","Asian Studies","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",60,1.333333333,15,"2018","100 level course","Asian Studies"
"2018-19","2019",201802,"Spring",32504,"L","I","Hebrew","Regular","Undergraduate","Undergraduate","0","0","1","Upper Division","Upper Division",4,0.088888889,1,"2019","300 level course","Judaic Studies"
"2016-17","2017",201603,"Fall",12695,"L","I","Greek","Regular","Undergraduate","Undergraduate","0","0","1","Lower Division","Lower Division",10,0.222222222,2,"2016","100 level course","Classics"
"2014-15","2015",201403,"Fall",13486,"L","I","Judaic Studies","Regular","Graduate","Undergraduate","0","0","0","Upper Division","Masters",4,0.111111111,1,"2014","300 level course","Judaic Studies"
"2013-14","2014",201302,"Spring",35204,"L","I","Russian & East European Studies","Regular","Undergraduate","Undergraduate","0","0","1","Upper Division","Upper Division",32,0.711111111,8,"2014","300 level course","Russian, East European, & Eurasian Studies"
"2017-18","2018",201702,"Spring",31560,"L","I","Computer Information Technology","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",96,1.866666667,22,"2018","200 level course","Computer & Information Science"
"2015-16","2016",201501,"Spring",31582,"L","I","Computer Information Technology","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",4,0.088888889,1,"2016","200 level course","Computer & Information Science"
"2016-17","2017",201601,"Winter",21774,"L","I","Computer Information Technology","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Lower Division",8,0.177777778,2,"2017","300 level course","Computer & Information Science"
"2016-17","2017",201602,"Winter",27156,"L","I","Asian Studies","Regular","Graduate","Graduate","1","1","1","500","Masters",4,0.111111111,1,"2017","500 level course","Asian Studies"
"2018-19","2019",201801,"Spring",36306,"S","I","Asian Studies","Regular","Undergraduate","Undergraduate","0","0","1","Upper Division","Lower Division",12,0.266666667,3,"2019","400 level course","Asian Studies"
"2019-20","2020",201901,"Fall",11660,"L","I","Computer Information Technology","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",172,3.466666667,38,"2019","300 level course","Computer & Information Science"
"2016-17","2017",201603,"Fall",12699,"L","I","Greek","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",4,0.088888889,1,"2016","300 level course","Classics"
"2015-16","2016",201502,"Fall",13395,"L","I","Judaic Studies","Regular","Graduate","Undergraduate","0","0","1","Upper Division","Masters",1,0.0277778,1,"2015","300 level course","Judaic Studies"
"2013-14","2014",201303,"Spring",35205,"N","I","Hebrew","Regular","Graduate","Graduate","1","1","1","600/700","Masters",2,0.0555556,1,"2014","600 level course","Judaic Studies"
"2018-19","2019",201803,"Winter",22369,"L","I","Computer Information Technology","Regular","Undergraduate","Undergraduate","0","0","1","Upper Division","Upper Division",56,1.244444444,14,"2019","300 level course","Computer & Information Science"
"2015-16","2016",201501,"Fall",11598,"L","I","Computer Information Technology","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",12,0.266666667,3,"2015","300 level course","Computer & Information Science"
"2013-14","2014",201302,"Winter",27585,"S","I","Asian Studies","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",36,0.8,9,"2014","400 level course","Asian Studies"
"2015-16","2016",201501,"Spring",31582,"L","I","Computer Information Technology","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",4,0.088888889,1,"2016","200 level course","Computer & Information Science"
"2019-20","2020",201901,"Fall",12714,"L","I","Greek","Regular","Undergraduate","Undergraduate","0","0","1","Lower Division","Lower Division",15,0.333333333,3,"2019","100 level course","Classics"
"2016-17","2017",201602,"Winter",26363,"L","I","Judaic Studies","Regular","Undergraduate","Undergraduate","0","1","1","Lower Division","Lower Division",8,0.177777778,2,"2017","200 level course","Judaic Studies"
"2019-20","2020",201901,"Winter",22730,"L","I","Greek","Regular","Undergraduate","Undergraduate","0","0","1","Upper Division","Upper Division",4,0.088888889,1,"2020","300 level course","Classics"
"2013-14","2014",201302,"Winter",27757,"L","I","Judaic Studies","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",4,0.088888889,1,"2014","300 level course","Judaic Studies"
"2014-15","2015",201402,"Spring",36422,"S","I","African Studies","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",8,0.177777778,2,"2015","100 level course","International Studies"
"2014-15","2015",201403,"Spring",32940,"L","I","Russian & East European Studies","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",68,1.511111111,16,"2015","300 level course","Russian, East European, & Eurasian Studies"
"2016-17","2018",201604,"Summer",40646,"L","I","Computer Information Technology","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",8,0.177777778,2,"2017","200 level course","Computer & Information Science"
"2018-19","2019",201802,"Winter",23334,"L","I","Greek","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",4,0.088888889,1,"2019","400 level course","Classics"
"2015-16","2016",201502,"Winter",21671,"L","I","Computer Information Technology","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",28,0.622222222,7,"2016","300 level course","Computer & Information Science"
"2014-15","2015",201402,"Winter",26235,"L","I","Humanities","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",12,0.266666667,3,"2015","400 level course","Humanities Program"
"2015-16","2016",201503,"Winter",22721,"L","I","Hebrew","Regular","Undergraduate","Undergraduate","0","1","1","Lower Division","Upper Division",5,0.111111111,1,"2016","100 level course","Judaic Studies"
"2018-19","2019",201803,"Spring",32495,"L","I","Greek","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",4,0.088888889,1,"2019","300 level course","Classics"
"2015-16","2016",201503,"Spring",30846,"S","I","Asian Studies","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",28,0.622222222,7,"2016","300 level course","Asian Studies"
"2016-17","2017",201603,"Winter",22768,"N","I","Greek","Regular","Graduate","Graduate","1","1","1","600/700","Masters",5,0.138888889,5,"2017","600 level course","Classics"
"2016-17","2017",201601,"Fall",13337,"L","I","Judaic Studies","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",16,0.355555556,4,"2016","300 level course","Judaic Studies"
"2013-14","2014",201302,"Winter",23927,"I","I","Computer Information Technology","Regular","Graduate","Graduate","1","1","1","500","Masters",4,0.111111111,1,"2014","600 level course","Computer & Information Science"
"2017-18","2018",201703,"Spring",32522,"L","I","Hebrew","Regular","Undergraduate","Undergraduate","0","0","1","Lower Division","Lower Division",4,0.088888889,1,"2018","100 level course","Judaic Studies"
"2018-19","2019",201802,"Spring",32495,"L","I","Greek","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",4,0.088888889,1,"2019","300 level course","Classics"
"2018-19","2019",201803,"Spring",31544,"L","I","Computer Information Technology","Regular","Undergraduate","Undergraduate","0","0","1","Lower Division","Upper Division",36,0.8,9,"2019","200 level course","Computer & Information Science"
"2014-15","2015",201403,"Winter",20844,"I","I","Asian Studies","Regular","Graduate","Graduate","1","1","1","600/700","Masters",7,0.166666667,2,"2015","600 level course","Asian Studies"
"2015-16","2016",201501,"Spring",31586,"L","I","Computer Information Technology","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",24,0.533333333,6,"2016","300 level course","Computer & Information Science"
"2019-20","2020",201901,"Winter",26841,"L","I","Asian Studies","Regular","Undergraduate","Undergraduate","0","0","1","Upper Division","Lower Division",4,0.088888889,1,"2020","300 level course","Asian Studies"
"2016-17","2017",201602,"Spring",32565,"L","I","Greek","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",4,0.088888889,1,"2017","300 level course","Classics"
"2017-18","2018",201703,"Spring",36476,"L","I","Asian Studies","Regular","Undergraduate","Undergraduate","0","0","1","Upper Division","Lower Division",12,0.266666667,3,"2018","400 level course","Asian Studies"
"2017-18","2019",201704,"Summer",40636,"L","I","Computer Information Technology","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",28,0.622222222,7,"2018","200 level course","Computer & Information Science"
"2018-19","2020",201804,"Summer",42505,"I","I","Asian Studies","Regular","Graduate","Graduate","1","1","1","500","Masters",18,0.5,4,"2019","500 level course","Asian Studies"
"2017-18","2018",201701,"Fall",12733,"L","I","Greek","Regular","Graduate","Undergraduate","0","0","0","Lower Division","Masters",4,0.111111111,1,"2017","100 level course","Classics"
"2018-19","2019",201802,"Fall",10925,"L","I","Asian Studies","Regular","Graduate","Graduate","0","1","1","500","Masters",1,0.0277778,1,"2018","500 level course","Asian Studies"
"2016-17","2017",201602,"Spring",32564,"L","I","Greek","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",5,0.111111111,1,"2017","100 level course","Classics"
"2017-18","2018",201703,"Winter",23243,"L","I","Greek","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",15,0.333333333,3,"2018","100 level course","Classics"
"2018-19","2019",201803,"Winter",26044,"L","I","Humanities","Regular","Undergraduate","Undergraduate","0","1","1","Lower Division","Upper Division",56,1.244444444,14,"2019","200 level course","Humanities Program"
"2015-16","2016",201502,"Spring",31582,"L","I","Computer Information Technology","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",8,0.177777778,2,"2016","200 level course","Computer & Information Science"
"2018-19","2019",201803,"Spring",31544,"L","I","Computer Information Technology","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",16,0.355555556,4,"2019","300 level course","Computer & Information Science"
"2018-19","2019",201803,"Spring",32503,"L","I","Hebrew","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Upper Division",5,0.111111111,1,"2019","100 level course","Judaic Studies"
"2013-14","2014",201302,"Spring",35809,"L","I","Judaic Studies","Regular","Undergraduate","Undergraduate","0","1","1","Lower Division","Lower Division",4,0.088888889,1,"2014","200 level course","Judaic Studies"
"2018-19","2019",201803,"Spring",30164,"L","I","African Studies","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",20,0.444444444,5,"2019","200 level course","International Studies"
"2019-20","2020",201902,"Winter",21083,"I","I","Asian Studies","Regular","Graduate","Graduate","1","1","1","500","Masters",8,0.222222222,2,"2020","500 level course","Asian Studies"
"2017-18","2018",201701,"Fall",11703,"L","I","Computer Information Technology","Regular","Undergraduate","Undergraduate","0","0","1","Upper Division","Upper Division",88,2.222222222,21,"2017","300 level course","Computer & Information Science"
"2017-18","2018",201702,"Winter",22282,"L","I","Computer Information Technology","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",4,0.088888889,1,"2018","300 level course","Computer & Information Science"
"2014-15","2016",201404,"Summer",40285,"N","I","Asian Studies","Regular","Graduate","Graduate","1","1","1","500","Masters",15,0.444444444,2,"2015","500 level course","Asian Studies"
"2013-14","2014",201302,"Winter",24526,"L","I","Judaic Studies","Regular","Undergraduate","Undergraduate","0","0","1","Lower Division","Lower Division",28,0.622222222,7,"2014","200 level course","Judaic Studies"
"2017-18","2019",201704,"Summer",40636,"L","I","Computer Information Technology","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",20,0.444444444,5,"2018","500 level course","Computer & Information Science"
"2013-14","2014",201303,"Winter",28327,"L","I","Judaic Studies","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",60,1.333333333,15,"2014","300 level course","Judaic Studies"
"2018-19","2019",201802,"Spring",33037,"L","I","Judaic Studies","Regular","Graduate","Undergraduate","0","0","0","Upper Division","Masters",4,0.111111111,1,"2019","300 level course","Judaic Studies"
"2015-16","2016",201503,"Spring",31582,"L","I","Computer Information Technology","Regular","Undergraduate","Undergraduate","0","1","1","Lower Division","Lower Division",4,0.088888889,1,"2016","200 level course","Computer & Information Science"
"2014-15","2015",201403,"Spring",31539,"L","I","Computer Information Technology","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",4,0.088888889,1,"2015","300 level course","Computer & Information Science"
"2014-15","2015",201403,"Fall",11695,"L","I","Computer Information Technology","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",4,0.088888889,1,"2014","300 level course","Computer & Information Science"
"2013-14","2014",201302,"Winter",24530,"I","I","Judaic Studies","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",2,0.0444444,1,"2014","400 level course","Judaic Studies"
"2016-17","2017",201601,"Fall",12699,"L","I","Greek","Regular","Undergraduate","Undergraduate","0","0","1","Upper Division","Upper Division",4,0.088888889,1,"2016","300 level course","Classics"
"2018-19","2019",201803,"Spring",32494,"L","I","Greek","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Lower Division",5,0.111111111,1,"2019","100 level course","Classics"
"2015-16","2016",201503,"Spring",32606,"L","I","Greek","Regular","Graduate","Undergraduate","0","0","0","Upper Division","Masters",4,0.111111111,1,"2016","300 level course","Classics"
"2017-18","2018",201702,"Winter",23238,"L","I","Greek","Regular","Undergraduate","Undergraduate","1","1","1","Lower Division","Upper Division",15,0.333333333,3,"2018","100 level course","Classics"
"2015-16","2016",201501,"Winter",26539,"L","I","Hebrew","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",4,0.088888889,1,"2016","300 level course","Judaic Studies"
"2016-17","2017",201603,"Spring",33148,"L","I","Judaic Studies","Regular","Undergraduate","Undergraduate","0","1","1","Lower Division","Lower Division",8,0.177777778,2,"2017","200 level course","Judaic Studies"
"2017-18","2018",201703,"Winter",27287,"S","I","Asian Studies","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Lower Division",4,0.088888889,1,"2018","400 level course","Asian Studies"
"2018-19","2019",201801,"Winter",23343,"L","I","Hebrew","Regular","Undergraduate","Undergraduate","0","0","1","Upper Division","Lower Division",4,0.088888889,1,"2019","300 level course","Judaic Studies"
"2018-19","2019",201801,"Winter",26648,"L","I","Humanities","Regular","Undergraduate","Undergraduate","0","1","1","Lower Division","Upper Division",56,1.244444444,14,"2019","200 level course","Humanities Program"
"2014-15","2015",201401,"Fall",16859,"L","I","Humanities","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",16,0.355555556,4,"2014","400 level course","Humanities Program"
"2016-17","2017",201602,"Spring",31609,"L","I","Computer Information Technology","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",8,0.177777778,2,"2017","300 level course","Computer & Information Science"
"2017-18","2018",201702,"Fall",17216,"L","I","Asian Studies","Regular","Undergraduate","Undergraduate","0","1","1","Lower Division","Lower Division",12,0.266666667,3,"2017","100 level course","Asian Studies"
"2014-15","2015",201401,"Winter",26235,"L","I","Humanities","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Upper Division",52,1.155555556,13,"2015","300 level course","Humanities Program"
"2013-14","2014",201303,"Winter",23925,"L","I","Greek","Regular","Graduate","Graduate","1","1","1","500","Masters",8,0.222222222,2,"2014","500 level course","Classics"
"2015-16","2016",201503,"Winter",22715,"L","I","Greek","Regular","Graduate","Graduate","1","1","1","500","Masters",8,0.222222222,2,"2016","500 level course","Classics"
"2018-19","2020",201804,"Summer",40545,"U","V","Humanities","Regular","Undergraduate","Undergraduate","0","0","0","Lower Division","Lower Division",8,0.177777778,2,"2019","100 level course","Humanities Program"
"2015-16","2016",201503,"Winter",27383,"L","I","Asian Studies","Regular","Undergraduate","Undergraduate","0","1","1","Upper Division","Upper Division",12,0.266666667,3,"2016","400 level course","Asian Studies"
"2013-14","2014",201303,"Winter",27757,"L","I","Judaic Studies","Regular","Undergraduate","Undergraduate","0","0","0","Upper Division","Lower Division",12,0.266666667,3,"2014","300 level course","Judaic Studies"
"2015-16","2016",201503,"Winter",22717,"E","I","Greek","Regular","Undergraduate","Undergraduate","1","1","1","Upper Division","Upper Division",2,0.0444444,1,"2016","400 level course","Classics"
"2015-16","2016",201502,"Spring",32613,"L","I","Hebrew","Regular","Undergraduate","Undergraduate","0","0","1","Upper Division","Upper Division",4,0.088888889,1,"2016","300 level course","Judaic Studies"
